,system_name,objname,RA,DEC,nmask,nexp,t_exp,masknames,slitwidth,mean_mjd,collate1d_filename,SN,serendip,marz_flag,marz_z,v,v_err,verr_rand,v_chi2,phot_source,phot_type,gmag_o,rmag_o,gmag_err,rmag_err,EBV,MV_o,rproj_arcm,rproj_kpc,ew_naI,ew_naI_err,ew_mgI,ew_mgI_err,ew_cat,ew_cat_err,ew_feh,ew_feh_err,ew_w1,ew_w2,ew_w3,ew_gl,tmpl_teff,tmpl_feh,gaia_source_id,gaia_pmra,gaia_pmra_err,gaia_pmdec,gaia_pmdec_err,gaia_pmra_pmdec_corr,gaia_parallax,gaia_parallax_err,gaia_aen,gaia_aen_sig,gaia_phot_variable_flag,gaia_rv,gaia_rv_err,gaia_grvs_mag,var_pval,var_max_v,var_max_t,var_short_max_t,flag_short_var,flag_coadd,flag_var,flag_gaia,flag_HB,Pmem_cmd,Pmem_EW,Pmem_parallax,Pmem_pm,Pmem_feh,Pmem_v,Pmem,Pmem_novar,delta_ra_cosdec,delta_dec,cmd_marker,feh_marker,hl_radius_circ,hl_radius_ell,parallax_marker,perp_dist_iso,pm_err_flag,pm_marker,pos_angle,prob_member,prob_nomet,prob_nov,r_proj,radius,radius_ell,sample,v_marker
144,b'W1',b'140',162.47879167,51.01119444,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J104954.91+510040.30_DEIMOS_20061121_20061121.fits',129.4089185489161,0,1,-0.0005127335310226126,-56.98213284535392,1.1071604356166544,0.0,2.872931721898062,b'munozf',b' ',17.943915609306938,17.28312000893971,0.020143485299222674,0.020181427105138032,0.010574776960317627,-0.3261426560177121,5.608701920296771,0.06281294533310262,0.7549406007277453,0.15309860935690967,0.6162237894414045,0.06028204896636093,6.07445600734368,0.15756189439054322,-999.0,-999.0,1.2668707039187843,2.6874755084961466,2.1201097949287497,3.0,5500.0,-0.5,835973881898303616,-5.4940443979495095,0.06215450167655945,-0.27664397901629245,0.0878341943025589,-0.04019467905163765,0.5546147757642998,0.0864236131310463,0.0,0.0,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2.1443999998737127,0,0,-999,1,0,0.9643756235465374,0.7,0,0.0012443167195619418,1.0,0.13569725410297556,0.0,0.0,0.08498697340687658,-0.03890556000000345,0.9158967138133107,,2.234315437061767,3.2595936331014648,0.0,0.0640014151987244,0.0,0.0,318.40251610850237,0.0,0.0,0.0,1.6708819592870048,0.09346886245041723,0.09346886245041715,0.0,0.009285739502699068
145,b'W1',b'1334',162.52370833,51.03169444,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J105005.69+510154.10_DEIMOS_20061121_20061121.fits',30.71843257720029,0,1,-0.00030273353102261267,-13.325998692359779,1.1509984221231737,0.0,1.680794839537398,b'munozf',b' ',21.69616520241901,20.199281852413307,0.02106086417980041,0.0205,0.010687343754504273,3.040748464123965,6.882710459311257,0.07708081080275646,2.2203674920927057,0.18563817387338874,0.34379369829699596,0.06444309934748152,3.5687118963841042,0.2701343099325842,-999.0,-999.0,0.7453866074568785,1.6611451053292565,1.1621801835979702,3.0,3500.0,0.0,835974015042022400,-5.472843349630813,0.2789735794067383,-2.0382449930503412,0.4612714946269989,-0.07581384479999542,1.9702525423967177,0.38058605790138245,0.0,0.0,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2.1443999998737127,0,0,-999,1,0,2.2642653912066006e-06,0.0,0,0.00646935380537408,1.0,0.9999794634979038,0.0,0.0,0.11322340978603557,-0.018405559999997934,0.0,,2.7420634882530734,3.358538430492324,0.0,1.0432032195691596,0.0,0.0,333.7667829693404,0.0,0.0,0.0,2.4596371389122273,0.11470965592525356,0.1147096559252535,0.0,0.9993373189034305
146,b'W1',b'1315',162.60770833,51.02611111,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J105025.85+510134.00_DEIMOS_20061121_20061121.fits',30.679025408249203,0,1,-0.00016273353102261266,25.394169231843055,1.1758461014170474,0.0,2.000772040258747,b'munozf',b' ',21.580432333881124,20.14981127234622,0.02093895890439637,0.02043624231604235,0.01068710597402469,2.9545023139555866,10.066561272456763,0.1127373527964881,2.013458655096877,0.22730970880930298,0.5258007095040965,0.08557672827702531,4.14991699519875,0.2575561214967636,-999.0,-999.0,0.9044252743890631,1.873893450789479,1.3715982700202085,3.0,3500.0,-0.5,835974461718620416,-2.832316965216208,0.30588313937187195,-11.930022840356852,0.46829545497894287,-0.01712622120976448,1.2135167001549074,0.41144195199012756,0.0,1.7746246570231154e-15,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2.1443999998737127,0,0,-999,1,0,1.2063373890020105e-05,0.0,1,1.8959000362714936e-20,1.0,0.21238914752678226,0.0,0.0,0.16602922072230689,-0.023988889999998264,0.0,,4.0100389951047894,4.853367362425389,1.0,0.9742037489505359,0.0,0.0,334.7784611676875,0.0,0.0,0.0,3.6277496591682783,0.16775329796188365,0.16775329796188368,0.0,0.030371750969265157
147,b'W1',b'187',162.45220833,51.009,2,10,18000.0,b'W1_2+W1_9',1.0,54060.576473199995,b'J104948.53+510032.40_DEIMOS_20061121_20061121.fits',55.48505736291324,0,1,-0.0002781252267107947,-8.216515409574953,0.8670401607288413,0.2622776162496235,1.8459860494135478,b'munozf',b' ',19.376256574750734,18.96470423180625,0.020209156340629364,0.020270421801235415,0.010655364792701658,1.2298229651077648,4.781637780577705,0.05355049454974891,0.35321719311675914,0.06232511246823692,0.35977276297444477,0.05205217277949714,4.958846601628824,0.15480679421724253,-999.0,-999.0,1.0370910319605395,2.2533749924826334,1.793494605856106,3.0,6000.0,-0.5,835976454583288832,-1.78917851838349,0.1671808660030365,0.29521886727801727,0.22822196781635284,-0.04789886251091957,-0.13881945031499968,0.22173094749450684,0.0,0.0,b'NOT',-999.0,-999.0,0.0,-0.2289098759751038,0.9354034004104701,126041.87835839996,2.1443999998737127,0,0,0,1,0,0.8652032029983387,1.0,1,0.13517435401543873,1.0,0.9745923137492869,0.11398177171006828,0.0,0.06827560642955909,-0.041100000000000136,0.7894979240544331,,1.9049810841319557,2.960922974835438,1.0,0.1049924268900215,0.0,0.0,311.95323892724036,0.0,0.0,0.0,1.2735253405755358,0.0796917086861868,0.07969170868618677,0.0,0.9507789565662453
148,b'W1',b'1287',162.557,51.00188889,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J105013.68+510006.80_DEIMOS_20061121_20061121.fits',28.859371095018684,0,1,-0.0010227335310226127,-209.5667827814935,1.2216924004511027,0.0,1.5590882694619685,b'munozf',b' ',21.104374647490303,19.924209010271703,0.020544829033116826,0.02037670238286853,0.01054436188642889,2.589897291385519,8.555721946656869,0.09581718256134256,1.4218104405564835,0.17722556572671394,0.5436719414018568,0.08121453520888218,5.974512767872781,0.31552480127349103,-999.0,-999.0,1.177248873392491,2.769273338923298,2.0279905555569924,3.0,4500.0,-0.5,835973671444479616,-0.26946259638010694,0.425486296415329,-16.32381210867887,0.6119757890701294,-0.03371383622288704,1.815359175482096,0.5757908821105957,1.871048927307129,2.8408050537109375,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2.1443999998737127,0,0,-999,1,0,0.0023886994859672714,0.0,0,3.726182559042743e-34,1.0,0.0,0.0,0.0,0.13415190540236605,-0.048211110000004,0.0,,3.407615194520335,4.718280023957358,0.0,0.7146532353124279,0.0,0.0,323.2327295766825,0.0,0.0,0.0,2.729749977860781,0.14255190230410064,0.14255190230410053,0.0,0.0
149,b'W1',b'1323',162.36870833,51.02588889,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J104928.49+510133.20_DEIMOS_20061121_20061121.fits',28.05824121358999,0,1,-0.00038273353102261266,-28.750934529616142,1.1692492400083896,0.0,1.8382319724545761,b'munozf',b' ',21.628774974093268,20.162292365511433,0.02106086417980041,0.02045702813216035,0.011416687710676523,2.9868865657318437,1.7328261774738478,0.019406259848295707,1.8862456149174822,0.1760137085588621,0.27298038767332716,0.06520265090653364,3.9695752555867068,0.27842564257103897,-999.0,-999.0,0.8732854040092957,1.6353210630938728,1.4609687884835374,3.0,3500.0,0.0,835977386591618048,-0.2969495458121507,0.32481133937835693,-6.024123604061385,0.4256114661693573,-0.12297753244638443,0.849445171502083,0.46906405687332153,0.9941296577453613,1.0922774076461792,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2.1443999998737127,0,0,-999,1,0,5.063950224734852e-06,0.0,1,0.0020146824651581293,1.0,0.8307414411171131,0.0,0.0,0.015784115796490285,-0.02421111000000309,0.0,,0.6908805561985253,1.2669835736340698,1.0,1.0105379002356374,0.0,0.0,286.1018130854278,0.0,0.0,0.0,0.19161230679500404,0.028901836600971637,0.028901836600971616,0.0,0.5436305247402752
150,b'W1',b'214',162.454,51.00019444,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J104948.96+510000.70_DEIMOS_20061121_20061121.fits',25.939446794409477,0,6,2.005087266468977,601526.1799406932,0.0,-999.0,-999.0,b'munozf',b' ',19.708052063586837,19.55135355296177,0.020303940504246953,0.02037670238286853,0.01057534206579987,1.687883608603677,5.129304590786998,0.05744408229994645,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,835973499645788032,-0.3121236810879731,0.19492308795452118,-0.10374289826440616,0.2503730058670044,-0.06843949109315872,0.1030625896622895,0.248940572142601,0.46628227829933167,0.7305877208709717,b'VAR',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999,1,-999,1,0,0.2516503720599468,1.0,1,0.44384435281700885,1.0,0.0,0.0,0.0,0.06940192294481015,-0.04990555999999913,,,,,,,,,,,,,,,,,
151,b'W1',b'222',162.57920833,50.98838889,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J105019.01+505918.20_DEIMOS_20061121_20061121.fits',25.848442893141552,0,1,-0.0011227335310226125,-253.16888472329308,1.6599117432950643,0.0,1.3147093896008641,b'munozf',b' ',20.37646222248438,19.957778775932233,0.020303940504246953,0.02032141727340886,0.010467959552062641,2.2264915854520098,9.631382487084396,0.10786370527057396,1.05699480166962,0.20023157091106566,0.33898386464333885,0.13813652491940023,3.7476373288544296,0.2343944623936512,-999.0,-999.0,0.7810988528315729,1.687127989463335,1.2794104865595215,3.0,6000.0,-1.0,835972881170494720,2.2931648159316262,0.3814224302768707,-6.686795207708274,0.6208692789077759,-0.16705486178398132,0.012952166084031672,0.4950326085090637,0.0,0.0,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2.1443999998737127,0,0,-999,1,0,0.9287768884791051,0.7,1,3.2187383996519466e-05,1.0,0.0,0.0,0.0,0.14811296344035324,-0.061711109999997404,0.9379555043551121,,3.8355705391149795,5.479606285791059,1.0,0.054663411173209414,0.0,0.0,320.3810002166924,0.0,0.0,0.0,2.954546986296991,0.16045470088630995,0.16045470088630984,0.0,0.0
152,b'W1',b'1395',162.48358333,51.00011111,1,5,9000.0,b'W1_2',1.0,54060.576473199995,b'J104956.06+510000.40_DEIMOS_20061121_20061121.fits',25.282889470944575,0,1,-0.00030273353102261267,1.7180742576394268,1.182949750646202,0.0,1.6919176987837568,b'munozf',b' ',21.946253821751345,20.472909971330573,0.021325102578885757,0.020796393918177256,0.010523938969712232,3.3013121607715945,6.073451459590318,0.06801776465094375,2.4202703953512463,0.22112601512876573,0.3421243322291771,0.0790777116829125,2.9237429188112,0.2752853070596026,-999.0,-999.0,0.7326091338492362,1.2196265055008269,0.9715072794611367,3.0,3500.0,0.0,835973808883590272,-10.264354157910251,0.3725910484790802,3.4909625594247347,0.5318909883499146,-0.11560866981744766,1.4174051995238706,0.5098794102668762,0.44692471623420715,0.16327060759067535,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2.1443999998737127,0,0,-999,1,0,2.6342076204485148e-06,0.0,1,1.819277278685837e-11,1.0,0.7935773778173196,0.0,0.0,0.0879992054548602,-0.04998889000000162,0.0,,2.4192781335853812,3.7097944177690034,1.0,1.0349286980173014,0.0,0.0,313.40079564354954,0.0,0.0,0.0,1.6622802002618318,0.10120646858832176,0.10120646858832173,0.0,0.6036103565735932
153,b'W1',b'1387',162.53641667,51.04838889,1,5,0.0,b'W1_2',1.0,54060.576473199995,b'J105008.74+510254.20_DEIMOS_20061121_20061121.fits',22.6692986217042,0,1,-0.00012273353102261266,-999.0,-999.0,-999.0,-999.0,b'munozf',b' ',21.85652005915493,20.510922706611726,0.021156795598577777,0.020591503102007875,0.01078228929703309,3.2684255897307004,7.272535075296818,0.08144653078223728,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,835974015043475072,0.6408155328019258,1.225446105003357,4.442281950731958,1.9528656005859375,0.15246255695819855,-1.3060147891571563,1.5116403102874756,2.040621519088745,0.8689407706260681,b'NOT',-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999,0,-999,1,0,4.89742143252587e-05,1.0,1,0.04184939148189834,1.0,0.6146791794279327,-1.0,0.0,0.12121238834976471,-0.0017111100000022361,,,,,,,,,,,,,,,,,
