# X_606 Y_606 MAG_dp_606 ERR_dp_606 CHI_606 SHARP_606 STMAG_606 RA_606 DEC_606 X_814 Y_814 MAG_dp_814 ERR_dp_814 CHI_814 SHARP_814 STMAG_814 RA_814 DEC_814 ERR_606 ERR_814 sgFlag_606 sgFlag_814 sgXFlag
4688.583 1690.161 16.791 0.1014 1.98 0.987 27.4792 162.3732 51.0572 4690.321 1685.855 17.42 0.0907 0.994 0.548 28.1981 162.3732 51.0572 0.0427 0.0628 0 1 0.6
5720.39 1689.911 13.873 0.033 2.774 0.041 24.5612 162.3862 51.0514 5722.482 1687.033 14.019 0.0136 0.946 0.016 24.7971 162.3862 51.0514 0.0085 0.0093 0 1 0.8
2245.548 1693.083 15.452 0.1204 4.792 1.606 26.1402 162.3423 51.0709 2247.924 1689.702 15.608 0.1285 4.431 1.625 26.3861 162.3423 51.0709 0.019 0.0219 0 0 0.0
2249.882 1693.524 15.327 0.0974 4.286 1.352 26.0152 162.3424 51.0708 2251.932 1690.737 15.253 0.116 5.29 1.771 26.0311 162.3424 51.0708 0.0176 0.0179 0 0 0.0
1093.953 1695.748 16.099 0.0662 1.857 0.532 26.7872 162.3278 51.0773 1095.23 1692.248 16.331 0.0644 1.515 0.284 27.1091 162.3278 51.0773 0.0281 0.0332 0 0 0.1
4792.088 1699.564 16.442 0.0768 1.865 0.77 27.1302 162.3744 51.0565 4793.758 1696.328 16.429 0.0861 2.119 0.858 27.2071 162.3744 51.0565 0.0345 0.0352 0 0 0.0
4196.98 1700.96 17.011 0.0567 0.858 -0.15 27.6992 162.3669 51.0598 4199.087 1698.179 17.018 0.0626 0.918 0.201 27.7961 162.3669 51.0598 0.0487 0.0496 1 1 1.0
1102.692 1704.144 15.376 0.0548 2.451 0.662 26.0642 162.3278 51.0772 1104.532 1701.28 15.815 0.074 2.59 0.88 26.5931 162.3278 51.0772 0.0181 0.0247 0 0 0.0
4133.711 1704.784 16.084 0.0528 1.585 0.496 26.7722 162.3661 51.0602 4135.851 1702.055 16.556 0.0884 2.011 0.748 27.3341 162.3661 51.0602 0.0278 0.0379 0 0 0.0
1094.834 1705.094 15.337 0.0764 3.515 0.951 26.0252 162.3277 51.0772 1096.669 1702.302 15.895 0.0998 3.293 1.116 26.6731 162.3277 51.0772 0.0177 0.0258 0 0 0.0
2872.953 1710.0 13.743 0.0153 1.213 -0.019 24.4312 162.3501 51.0672 2874.968 1707.05 13.959 0.0159 1.194 -0.114 24.7371 162.3501 51.0672 0.0085 0.0093 1 1 1.0
2162.817 1714.007 12.191 0.0298 3.315 -0.238 22.8792 162.3411 51.0712 2164.858 1711.035 12.646 0.0156 1.589 -0.158 23.4241 162.3411 51.0712 0.0085 0.0093 0 1 0.8
2109.674 1715.355 17.572 0.2041 1.997 -1.791 28.2602 162.3404 51.0715 2111.832 1713.161 17.612 0.2195 2.001 -2.932 28.3901 162.3404 51.0715 0.0685 0.0702 0 0 0.0
4871.296 1715.651 17.041 0.0819 1.28 0.014 27.7292 162.3753 51.0559 4873.232 1712.851 16.902 0.0464 0.705 0.226 27.6801 162.3753 51.0559 0.0496 0.0464 1 1 1.0
3683.541 1721.288 16.435 0.0305 0.642 0.013 27.1232 162.3602 51.0626 3685.58 1718.449 16.198 0.0373 0.973 -0.245 26.9761 162.3602 51.0626 0.0344 0.0308 1 1 1.0
3986.941 1721.261 16.993 0.0532 0.799 -0.074 27.6812 162.3641 51.0609 3989.127 1718.479 16.707 0.0392 0.662 0.141 27.4851 162.3641 51.0609 0.0482 0.0414 1 1 1.0
4725.008 1721.916 17.408 0.084 0.944 0.409 28.0962 162.3734 51.0567 4726.994 1718.953 17.272 0.0655 0.773 -0.01 28.0501 162.3734 51.0567 0.062 0.0575 1 1 1.0
5533.491 1729.751 16.555 0.0509 1.082 -0.245 27.2432 162.3835 51.0521 5535.206 1727.009 16.31 0.0354 0.841 -0.106 27.0881 162.3835 51.0521 0.037 0.0328 1 1 1.0
414.607 1732.293 16.477 0.0732 1.619 0.352 27.1652 162.3189 51.0808 416.668 1729.246 17.486 0.0949 0.924 0.27 28.2641 162.3189 51.0808 0.0353 0.0652 0 1 0.8
2674.114 1737.115 17.162 0.0733 0.951 0.62 27.8502 162.3474 51.0681 2675.151 1733.045 17.359 0.0963 1.095 0.791 28.1371 162.3473 51.0681 0.0534 0.0606 1 0 0.8
3039.983 1739.697 15.867 0.1206 4.329 1.775 26.5552 162.3519 51.066 3041.481 1738.519 16.459 0.1388 3.437 1.761 27.2371 162.3519 51.066 0.0244 0.0358 0 0 0.0
4108.253 1740.676 14.284 0.0173 1.185 -0.086 24.9722 162.3654 51.06 4110.266 1737.711 14.467 0.0171 1.059 -0.029 25.2451 162.3654 51.06 0.0094 0.0115 1 1 1.0
3366.017 1744.441 17.718 0.0934 0.792 -0.211 28.4062 162.356 51.0642 3367.94 1741.7 17.501 0.0957 0.981 -0.193 28.2791 162.356 51.0642 0.0748 0.0658 1 1 1.0
5214.026 1751.301 16.584 0.0602 1.253 0.35 27.2722 162.3793 51.0537 5216.275 1748.135 17.004 0.0586 0.819 0.194 27.7821 162.3793 51.0537 0.0376 0.0492 1 1 1.0
5757.428 1753.494 16.638 0.0933 1.989 0.994 27.3262 162.3861 51.0506 5759.503 1750.641 16.95 0.1211 2.074 1.1 27.7281 162.3861 51.0506 0.0389 0.0477 0 0 0.0
2003.084 1757.789 15.83 0.0961 3.304 1.065 26.5182 162.3387 51.0717 2004.551 1756.404 15.314 0.0918 4.361 1.105 26.0921 162.3387 51.0717 0.0238 0.0185 0 0 0.0
5758.998 1758.924 16.682 0.088 1.795 0.773 27.3702 162.3861 51.0506 5761.938 1756.576 16.8 0.098 1.828 0.874 27.5781 162.3861 51.0506 0.0399 0.0437 0 0 0.0
3172.881 1760.977 16.575 0.0948 2.125 1.029 27.2632 162.3534 51.0651 3175.164 1757.839 16.505 0.0799 1.851 0.791 27.2831 162.3534 51.0651 0.0374 0.0368 0 0 0.0
2267.286 1761.559 15.246 0.0904 4.649 1.164 25.9342 162.342 51.0702 2269.391 1758.674 15.759 0.0978 3.77 1.14 26.5371 162.342 51.0702 0.0167 0.0239 0 0 0.0
4002.696 1764.223 15.705 0.0703 2.824 0.779 26.3932 162.3639 51.0604 4004.659 1761.262 15.977 0.0783 2.64 0.808 26.7551 162.3639 51.0604 0.0221 0.0271 0 0 0.0
591.142 1765.415 17.549 0.256 2.364 -2.779 28.2372 162.3208 51.0796 591.861 1762.107 17.283 0.1354 1.718 -0.04 28.0611 162.3208 51.0796 0.0675 0.0579 0 0 0.0
5203.792 1765.074 15.038 0.0586 3.119 0.655 25.7262 162.379 51.0537 5205.757 1762.366 15.645 0.0656 2.57 0.798 26.4231 162.379 51.0537 0.0148 0.0224 0 0 0.0
2930.886 1766.779 15.568 0.0563 2.411 0.613 26.2562 162.3503 51.0664 2932.789 1763.475 15.839 0.0655 2.364 0.697 26.6171 162.3503 51.0664 0.0204 0.025 0 0 0.0
1859.667 1767.379 17.104 0.0623 0.839 -0.037 27.7922 162.3368 51.0724 1861.845 1764.523 16.916 0.0437 0.62 -0.222 27.6941 162.3368 51.0724 0.0516 0.0467 1 1 1.0
811.228 1770.729 17.722 0.1838 1.592 -0.743 28.4102 162.3235 51.0783 814.539 1766.847 18.304 0.2804 1.523 -1.075 29.0821 162.3236 51.0783 0.075 0.1055 0 0 0.0
2230.919 1772.09 17.336 0.0819 0.955 -0.332 28.0242 162.3414 51.0703 2233.452 1768.96 17.791 0.0808 0.574 0.147 28.5691 162.3415 51.0703 0.0593 0.078 1 1 1.0
5640.206 1776.755 18.105 0.1964 1.228 -1.172 28.7932 162.3844 51.0511 5641.287 1771.75 18.353 0.2124 1.091 -1.335 29.1311 162.3844 51.0511 0.0945 0.1086 1 1 1.0
2043.154 1783.141 16.431 0.0688 1.612 -0.505 27.1192 162.339 51.0713 2045.223 1780.12 16.28 0.0336 0.792 -0.049 27.0581 162.339 51.0713 0.0343 0.0323 0 1 0.8
5400.249 1791.421 16.467 0.0746 1.776 0.713 27.1552 162.3813 51.0524 5402.382 1788.342 17.011 0.0692 1.015 0.509 27.7891 162.3813 51.0524 0.0351 0.0494 0 1 0.6
1652.233 1794.834 16.44 0.0404 0.853 0.189 27.1282 162.3339 51.0734 1654.527 1791.958 17.28 0.0834 0.98 0.499 28.0581 162.3339 51.0734 0.0345 0.0578 1 1 1.0
5399.284 1801.508 16.321 0.0858 2.301 0.978 27.0092 162.3812 51.0523 5401.583 1798.715 16.804 0.0888 1.641 0.766 27.5821 162.3812 51.0523 0.0321 0.0438 0 0 0.0
4158.461 1805.585 16.257 0.0311 0.754 -0.181 26.9452 162.3655 51.0592 4160.649 1802.443 16.072 0.0545 1.628 0.222 26.8501 162.3655 51.0592 0.0309 0.0286 1 0 0.8
3693.589 1809.046 17.494 0.0757 0.767 0.039 28.1822 162.3596 51.0618 3695.575 1805.509 17.485 0.0871 0.892 -0.031 28.2631 162.3596 51.0618 0.0653 0.0652 1 1 1.0
2839.994 1812.792 14.51 0.019 1.196 -0.091 25.1982 162.3488 51.0666 2841.872 1809.873 14.598 0.034 2.179 -0.073 25.3761 162.3488 51.0666 0.0107 0.0123 1 0 0.8
5659.389 1813.056 14.219 0.0177 1.237 0.124 24.9072 162.3843 51.0507 5661.434 1810.149 14.324 0.0146 0.909 -0.06 25.1021 162.3843 51.0507 0.009 0.0106 1 1 1.0
4149.978 1821.717 11.293 0.0097 1.026 0.051 21.9812 162.3652 51.0591 4151.984 1818.747 11.769 0.0133 1.445 -0.117 22.5471 162.3652 51.0591 0.0085 0.0093 1 1 1.0
5415.308 1822.002 16.618 0.0693 1.466 0.626 27.3062 162.3812 51.052 5416.944 1819.171 17.206 0.0784 0.997 0.298 27.9841 162.3812 51.052 0.0384 0.0554 0 1 0.8
2328.604 1824.946 15.3 0.0676 3.35 0.941 25.9882 162.3422 51.0694 2330.517 1821.968 15.823 0.0811 2.988 1.007 26.6011 162.3422 51.0694 0.0173 0.0248 0 0 0.0
5416.76 1827.752 17.231 0.0797 1.006 -0.393 27.9192 162.3812 51.052 5418.712 1824.873 16.897 0.0359 0.484 -0.122 27.6751 162.3812 51.052 0.0557 0.0462 1 1 1.0
3463.523 1830.34 17.249 0.0829 1.072 -0.124 27.9372 162.3565 51.0629 3465.811 1827.387 16.894 0.0535 0.846 -0.252 27.6721 162.3565 51.0629 0.0563 0.0461 1 1 1.0
2955.962 1831.127 17.201 0.0582 0.713 0.415 27.8892 162.3501 51.0658 2958.618 1826.847 16.882 0.088 1.491 0.187 27.6601 162.3501 51.0658 0.0547 0.0458 1 0 0.8
3354.684 1830.826 16.365 0.0441 1.078 -0.228 27.0532 162.3551 51.0635 3356.808 1827.82 16.228 0.032 0.773 -0.121 27.0061 162.3551 51.0635 0.033 0.0313 1 1 1.0
4291.241 1830.998 10.961 0.0279 3.347 -0.146 21.6492 162.3669 51.0583 4293.32 1828.045 11.443 0.0097 1.001 -0.106 22.2211 162.3669 51.0583 0.0085 0.0093 1 1 1.0
2539.088 1831.285 15.73 0.0425 1.572 0.392 26.4182 162.3448 51.0681 2541.185 1828.58 16.525 0.0707 1.592 0.642 27.3031 162.3448 51.0681 0.0224 0.0372 0 0 0.1
1979.977 1831.488 16.636 0.0466 0.89 0.008 27.3242 162.3377 51.0713 1981.982 1828.599 16.531 0.0406 0.804 -0.211 27.3091 162.3377 51.0713 0.0388 0.0373 1 1 1.0
3817.935 1834.727 17.199 0.0631 0.809 -0.086 27.8872 162.3609 51.0609 3819.907 1831.74 17.077 0.0475 0.612 -0.079 27.8551 162.3609 51.0609 0.0546 0.0513 1 1 1.0
4474.626 1836.854 15.588 0.0789 3.38 1.061 26.2762 162.3692 51.0572 4476.603 1833.82 15.796 0.1038 3.976 1.281 26.5741 162.3692 51.0572 0.0206 0.0244 0 0 0.0
1063.37 1837.118 18.965 0.4325 1.268 -3.086 29.6532 162.3261 51.0764 1065.427 1834.063 17.922 0.3651 2.616 -4.529 28.7001 162.3261 51.0764 0.1591 0.0843 1 0 0.3
139.897 1838.213 14.884 0.0457 2.604 -0.482 25.5722 162.3144 51.0815 141.874 1835.308 15.101 0.0377 1.88 -0.294 25.8791 162.3144 51.0815 0.0135 0.0164 0 0 0.1
2801.575 1838.486 15.994 0.0911 3.074 1.142 26.6822 162.3481 51.0666 2803.635 1835.169 16.315 0.0969 2.603 1.044 27.0931 162.3481 51.0666 0.0263 0.0329 0 0 0.0
4841.207 1845.799 17.368 0.0907 1.077 -0.04 28.0562 162.3737 51.0551 4843.692 1842.815 17.302 0.0849 1.034 -0.186 28.0801 162.3737 51.0551 0.0605 0.0586 1 1 1.0
3087.269 1846.877 13.191 0.0167 1.521 -0.143 23.8792 162.3516 51.0649 3089.282 1843.965 13.502 0.0201 1.707 0.013 24.2801 162.3516 51.0649 0.0085 0.0093 1 1 1.0
5664.689 1850.751 17.455 0.0745 0.766 0.267 28.1432 162.3841 51.0504 5667.177 1848.3 17.54 0.0647 0.561 0.017 28.3181 162.3841 51.0504 0.0638 0.0673 1 1 1.0
3573.537 1851.759 16.928 0.094 1.623 0.682 27.6162 162.3577 51.0621 3575.627 1849.031 16.872 0.0719 1.219 0.597 27.6501 162.3577 51.0621 0.0464 0.0455 0 0 0.0
1148.353 1859.5 16.049 0.0423 1.234 0.257 26.7372 162.327 51.0757 1150.322 1856.664 16.352 0.0388 0.867 0.204 27.1301 162.327 51.0757 0.0272 0.0336 1 1 1.0
3261.723 1861.502 16.358 0.0349 0.812 -0.02 27.0462 162.3537 51.0638 3263.666 1858.55 16.067 0.03 0.814 -0.21 26.8451 162.3537 51.0638 0.0328 0.0285 1 1 1.0
3577.626 1862.956 15.466 0.0254 1.047 -0.164 26.1542 162.3576 51.062 3579.746 1860.158 15.298 0.0236 1.029 -0.056 26.0761 162.3576 51.062 0.0191 0.0183 1 1 1.0
5429.041 1865.384 16.388 0.051 1.229 0.042 27.0762 162.381 51.0516 5431.096 1862.493 16.27 0.0335 0.795 0.034 27.0481 162.381 51.0516 0.0334 0.0321 1 1 1.0
4456.274 1867.196 18.182 0.1466 0.854 -1.062 28.8702 162.3687 51.0571 4456.106 1863.853 17.585 0.1517 1.554 -0.852 28.3631 162.3687 51.0571 0.099 0.0691 1 0 0.6
4348.665 1882.464 17.065 0.0633 0.92 0.221 27.7532 162.3672 51.0575 4351.006 1879.462 16.801 0.0727 1.293 -0.035 27.5791 162.3672 51.0575 0.0504 0.0437 1 1 1.0
4411.311 1888.846 12.676 0.0243 2.526 0.041 23.3642 162.3679 51.0571 4413.379 1885.911 12.929 0.0191 1.844 -0.215 23.7071 162.3679 51.0571 0.0085 0.0093 1 0 0.8
4795.325 1900.862 17.293 0.0675 0.805 -0.346 27.9812 162.3727 51.0549 4797.06 1897.636 16.838 0.0525 0.873 -0.351 27.6161 162.3727 51.0549 0.0578 0.0447 1 1 1.0
3927.281 1908.019 15.156 0.025 1.219 -0.112 25.8442 162.3616 51.0597 3929.469 1905.493 14.841 0.0478 2.88 0.336 25.6191 162.3616 51.0597 0.0159 0.0141 1 0 0.6
4525.296 1909.672 16.829 0.0367 0.568 0.038 27.5172 162.3692 51.0563 4527.256 1906.624 17.456 0.0772 0.781 0.208 28.2341 162.3692 51.0563 0.0437 0.0641 1 1 1.0
4192.743 1915.877 16.541 0.0379 0.776 -0.046 27.2292 162.3649 51.0582 4194.807 1912.782 16.49 0.0346 0.697 0.12 27.2681 162.3649 51.0582 0.0367 0.0365 1 1 1.0
4180.058 1920.241 15.274 0.021 0.928 -0.03 25.9622 162.3647 51.0582 4182.108 1917.34 15.224 0.0178 0.751 0.004 26.0021 162.3647 51.0582 0.017 0.0176 1 1 1.0
4462.94 1920.715 16.755 0.0623 1.187 -0.225 27.4432 162.3683 51.0566 4464.818 1917.947 16.61 0.0517 1.042 -0.092 27.3881 162.3683 51.0566 0.0417 0.0391 1 1 1.0
4270.451 1924.091 17.713 0.2012 1.939 -1.309 28.4012 162.3658 51.0577 4273.201 1919.211 17.199 0.1363 1.955 -0.419 27.9771 162.3659 51.0577 0.0746 0.0551 0 0 0.0
5831.361 1923.415 18.623 0.3155 1.293 -1.85 29.3112 162.3855 51.0489 5832.075 1920.766 17.495 0.1666 1.875 0.238 28.2731 162.3855 51.0489 0.1293 0.0656 1 0 0.3
5568.898 1924.672 15.768 0.0282 0.962 -0.054 26.4562 162.3822 51.0503 5570.974 1921.661 15.627 0.0261 0.935 -0.081 26.4051 162.3822 51.0503 0.023 0.0221 1 1 1.0
1964.838 1931.773 16.406 0.0489 1.146 0.363 27.0942 162.3367 51.0706 1966.648 1929.067 15.649 0.0535 2.11 0.522 26.4271 162.3367 51.0706 0.0338 0.0224 1 0 0.6
1973.048 1938.189 19.129 0.3891 0.935 -3.327 29.8172 162.3367 51.0705 1975.953 1935.713 16.867 0.1014 1.793 -0.096 27.6451 162.3367 51.0704 0.1757 0.0454 1 0 0.3
4041.367 1941.032 17.168 0.1394 1.844 -1.624 27.8562 162.3628 51.0588 4042.784 1936.637 15.672 0.1173 4.929 -0.327 26.4501 162.3628 51.0588 0.0536 0.0227 0 0 0.0
2882.187 1940.639 16.053 0.0892 2.854 1.039 26.7412 162.3482 51.0653 2883.889 1937.504 16.332 0.1124 3.0 1.448 27.1101 162.3482 51.0653 0.0273 0.0333 0 0 0.0
3419.759 1940.728 15.949 0.0392 1.268 0.023 26.6372 162.3549 51.0623 3421.827 1937.735 15.823 0.0223 0.676 -0.095 26.6011 162.3549 51.0623 0.0256 0.0248 1 1 1.0
4397.395 1940.777 15.972 0.0353 1.108 -0.074 26.6602 162.3673 51.0568 4399.377 1937.843 15.708 0.0242 0.805 -0.11 26.4861 162.3673 51.0568 0.026 0.0232 1 1 1.0
3831.884 1942.849 16.568 0.078 1.742 0.883 27.2562 162.3601 51.06 3834.034 1939.64 16.863 0.0997 1.813 0.943 27.6411 162.3601 51.06 0.0373 0.0453 0 0 0.0
1421.876 1943.934 17.044 0.0657 0.909 0.149 27.7322 162.3297 51.0735 1424.178 1941.317 15.585 0.0775 3.217 0.957 26.3631 162.3297 51.0735 0.0497 0.0216 1 0 0.6
5446.12 1944.513 17.1 0.0639 0.874 0.443 27.7882 162.3805 51.0509 5447.94 1941.345 16.807 0.0584 1.004 -0.034 27.5851 162.3805 51.0509 0.0514 0.0439 1 1 1.0
5476.953 1945.497 10.67 0.0067 0.654 -0.001 21.3582 162.3809 51.0507 5478.945 1942.563 11.053 0.0083 0.832 0.015 21.8311 162.3809 51.0507 0.0085 0.0093 1 1 1.0
1200.847 1946.284 18.832 0.4385 1.392 -2.893 29.5202 162.3269 51.0747 1203.271 1943.374 18.398 0.2858 1.448 -1.496 29.1761 162.3269 51.0747 0.1468 0.1115 0 0 0.0
2826.966 1951.634 16.449 0.0519 1.175 -0.253 27.1372 162.3474 51.0656 2829.032 1948.782 16.311 0.0356 0.828 -0.22 27.0891 162.3474 51.0656 0.0347 0.0329 1 1 1.0
4904.953 1953.451 15.943 0.0357 1.075 -0.233 26.6312 162.3736 51.0539 4906.997 1950.523 15.809 0.029 0.933 -0.1 26.5871 162.3736 51.0539 0.0255 0.0246 1 1 1.0
4918.378 1957.315 15.018 0.0374 2.043 0.43 25.7062 162.3737 51.0537 4920.387 1954.354 14.743 0.0348 2.079 0.414 25.5211 162.3737 51.0537 0.0146 0.0134 0 0 0.1
2313.102 1968.204 13.203 0.0196 1.799 -0.152 23.8912 162.3407 51.0683 2315.137 1965.263 13.545 0.0109 0.836 -0.067 24.3231 162.3407 51.0683 0.0085 0.0093 1 1 1.0
3448.072 1968.302 15.287 0.0321 1.478 -0.074 25.9752 162.3551 51.0619 3450.003 1965.3 15.212 0.0212 0.949 -0.039 25.9901 162.3551 51.0619 0.0172 0.0174 1 1 1.0
631.722 1969.416 16.469 0.0556 1.186 -0.271 27.1572 162.3195 51.0777 633.842 1966.518 16.469 0.0549 1.205 -0.181 27.2471 162.3195 51.0777 0.0351 0.036 1 1 1.0
3569.054 1976.158 16.894 0.1058 1.912 0.985 27.5822 162.3565 51.0612 3571.067 1973.933 17.338 0.0998 1.205 0.438 28.1161 162.3565 51.0612 0.0454 0.0598 0 1 0.6
4067.334 1977.082 11.709 0.0189 2.036 -0.036 22.3972 162.3628 51.0584 4069.389 1974.149 12.17 0.0125 1.277 -0.135 22.9481 162.3628 51.0584 0.0085 0.0093 1 1 1.0
3259.752 1980.013 16.725 0.0921 1.859 1.01 27.4132 162.3526 51.0629 3262.047 1977.172 16.716 0.1257 2.599 1.259 27.4941 162.3526 51.0629 0.041 0.0416 0 0 0.0
4890.446 1983.192 14.843 0.0175 0.899 0.043 25.5312 162.3731 51.0537 4892.483 1980.275 14.934 0.0292 1.58 0.026 25.7121 162.3731 51.0537 0.0131 0.0149 1 1 1.0
4651.068 1983.557 14.575 0.028 1.817 0.031 25.2632 162.3701 51.055 4653.086 1980.597 14.63 0.0188 1.1 -0.17 25.4081 162.3701 51.055 0.0112 0.0125 1 1 1.0
3325.95 1983.733 16.154 0.0394 1.096 0.058 26.8422 162.3534 51.0625 3328.048 1980.861 16.041 0.0414 1.231 -0.026 26.8191 162.3534 51.0625 0.029 0.0281 1 1 1.0
483.901 1984.91 15.776 0.072 2.584 0.64 26.4642 162.3175 51.0785 485.705 1982.16 15.644 0.0931 3.61 1.087 26.4221 162.3175 51.0785 0.0231 0.0223 0 0 0.0
5394.814 1991.936 15.261 0.0307 1.401 -0.08 25.9492 162.3794 51.0508 5396.877 1988.889 15.128 0.0206 0.963 -0.038 25.9061 162.3794 51.0508 0.0169 0.0166 1 1 1.0
2003.267 1995.121 15.943 0.0259 0.759 0.011 26.6312 162.3366 51.0698 2005.135 1992.231 15.778 0.029 0.944 0.073 26.5561 162.3366 51.0698 0.0255 0.0241 1 1 1.0
3559.327 2005.167 14.716 0.0159 0.873 0.046 25.4042 162.3561 51.061 3561.371 2002.276 14.816 0.0192 1.037 -0.081 25.5941 162.3561 51.061 0.0122 0.0139 1 1 1.0
5412.444 2010.54 14.416 0.0244 1.652 -0.064 25.1042 162.3795 51.0505 5414.467 2007.583 14.595 0.0145 0.803 0.088 25.3731 162.3795 51.0505 0.0101 0.0123 1 1 1.0
2664.544 2028.49 16.802 0.1083 2.04 0.963 27.4902 162.3446 51.0659 2666.241 2024.571 16.906 0.1158 2.011 1.082 27.6841 162.3446 51.0659 0.0429 0.0465 0 0 0.0
3857.524 2030.429 15.935 0.0259 0.769 -0.115 26.6232 162.3597 51.0591 3859.543 2027.375 15.765 0.0222 0.691 -0.004 26.5431 162.3597 51.0591 0.0254 0.024 1 1 1.0
5408.725 2035.169 15.721 0.0331 1.211 -0.089 26.4092 162.3792 51.0504 5410.877 2032.239 15.447 0.0259 1.057 -0.14 26.2251 162.3792 51.0504 0.0223 0.02 1 1 1.0
3432.885 2039.047 16.515 0.0511 1.128 -0.254 27.2032 162.3542 51.0615 3434.944 2036.214 16.316 0.042 1.021 0.085 27.0941 162.3542 51.0615 0.0361 0.033 1 1 1.0
3528.857 2041.095 16.583 0.0666 1.446 0.403 27.2712 162.3554 51.0609 3531.127 2038.283 17.466 0.0854 0.876 0.46 28.2441 162.3554 51.0609 0.0376 0.0645 1 1 1.0
5518.194 2041.501 15.863 0.0302 0.984 -0.112 26.5512 162.3805 51.0497 5520.161 2038.761 15.825 0.0251 0.778 0.077 26.6031 162.3805 51.0497 0.0243 0.0248 1 1 1.0
3245.581 2044.865 15.332 0.0363 1.685 0.127 26.0202 162.3518 51.0625 3247.553 2041.808 15.237 0.0464 2.275 0.072 26.0151 162.3518 51.0625 0.0176 0.0177 1 0 0.6
4012.666 2050.392 17.401 0.1054 1.239 0.267 28.0892 162.3614 51.0581 4014.348 2047.362 17.262 0.0564 0.624 0.098 28.0401 162.3614 51.0581 0.0617 0.0572 1 1 1.0
1632.425 2055.069 10.595 0.0247 2.982 -0.259 21.2832 162.3314 51.0714 1634.433 2052.153 9.466 0.0083 0.667 -0.08 20.2441 162.3314 51.0714 0.0085 0.0093 0 1 0.8
3194.042 2063.26 16.671 0.0428 0.802 -0.306 27.3592 162.351 51.0626 3195.798 2060.201 16.374 0.0473 1.121 0.075 27.1521 162.351 51.0626 0.0397 0.0341 1 1 1.0
4441.678 2063.623 15.876 0.0412 1.415 -0.101 26.5642 162.3667 51.0556 4443.745 2060.559 15.742 0.0248 0.819 -0.054 26.5201 162.3667 51.0556 0.0245 0.0236 1 1 1.0
2715.686 2068.726 15.748 0.1033 4.043 1.364 26.4362 162.3449 51.0652 2718.414 2065.454 15.986 0.1297 4.375 1.442 26.7641 162.3449 51.0652 0.0227 0.0272 0 0 0.0
2197.539 2069.248 17.907 0.1059 0.744 -0.585 28.5952 162.3384 51.0682 2199.868 2065.69 17.495 0.0572 0.493 -0.065 28.2731 162.3384 51.0682 0.0838 0.0656 1 1 1.0
3023.858 2069.712 17.182 0.0551 0.685 0.033 27.8702 162.3488 51.0635 3025.447 2065.454 16.559 0.1337 3.039 -0.545 27.3371 162.3488 51.0635 0.0541 0.038 1 0 0.6
4686.807 2070.056 16.497 0.0848 2.028 0.793 27.1852 162.3698 51.0542 4689.173 2066.838 17.102 0.0945 1.385 0.71 27.8801 162.3698 51.0542 0.0357 0.0521 0 0 0.0
3873.568 2075.101 16.982 0.0851 1.38 0.815 27.6702 162.3595 51.0587 3876.366 2071.968 17.267 0.1167 1.514 0.839 28.0451 162.3595 51.0587 0.0479 0.0574 0 0 0.0
2993.146 2077.868 12.499 0.033 3.589 0.044 23.1872 162.3483 51.0636 2995.218 2074.933 12.803 0.0288 3.008 -0.226 23.5811 162.3483 51.0636 0.0085 0.0093 0 0 0.1
1576.358 2080.772 13.93 0.0154 1.142 -0.128 24.6182 162.3304 51.0716 1578.351 2077.887 14.179 0.0187 1.308 -0.154 24.9571 162.3304 51.0716 0.0085 0.0098 1 1 1.0
1920.122 2089.096 17.103 0.0833 1.179 -0.137 27.7912 162.3347 51.0696 1921.575 2086.694 17.821 0.1396 1.115 -0.123 28.5991 162.3347 51.0696 0.0515 0.0794 1 1 1.0
3993.896 2090.026 12.106 0.028 3.133 -0.034 22.7942 162.3609 51.0579 3995.87 2087.1 12.592 0.0108 1.044 -0.103 23.3701 162.3609 51.0579 0.0085 0.0093 1 1 1.0
1979.958 2092.535 15.461 0.0255 1.027 -0.209 26.1492 162.3354 51.0692 1981.927 2089.573 15.358 0.0219 0.885 -0.147 26.1361 162.3354 51.0692 0.0191 0.019 1 1 1.0
5851.849 2100.477 13.953 0.0259 2.008 -0.121 24.6412 162.3842 51.0474 5853.849 2097.6 14.044 0.0156 1.105 0.074 24.8221 162.3842 51.0474 0.0085 0.0093 1 1 1.0
4893.974 2103.571 17.658 0.0811 0.7 -0.205 28.3462 162.3721 51.0527 4895.919 2100.626 17.388 0.066 0.651 -0.335 28.1661 162.3721 51.0527 0.0721 0.0616 1 1 1.0
5477.437 2107.383 14.892 0.0272 1.519 0.083 25.5802 162.3794 51.0494 5479.495 2104.391 14.834 0.0154 0.771 0.012 25.6121 162.3794 51.0494 0.0135 0.0141 1 1 1.0
4969.264 2111.101 17.422 0.1362 1.62 -0.038 28.1102 162.373 51.0522 4972.69 2107.734 17.738 0.1629 1.467 -0.304 28.5161 162.373 51.0522 0.0625 0.0756 0 0 0.0
4921.569 2113.451 11.607 0.0242 2.776 -0.214 22.2952 162.3723 51.0525 4923.663 2110.529 12.06 0.0152 1.619 -0.104 22.8381 162.3723 51.0525 0.0085 0.0093 0 1 0.8
1706.821 2117.522 12.095 0.0246 2.686 -0.274 22.7832 162.3317 51.0705 1708.847 2114.639 12.538 0.0166 1.703 -0.193 23.3161 162.3317 51.0705 0.0085 0.0093 0 0 0.1
