# X_606 Y_606 MAG_dp_606 ERR_dp_606 CHI_606 SHARP_606 STMAG_606 RA_606 DEC_606 X_814 Y_814 MAG_dp_814 ERR_dp_814 CHI_814 SHARP_814 STMAG_814 RA_814 DEC_814 ERR_606 ERR_814 sgFlag_606 sgFlag_814 sgXFlag
843.436 4325.425 16.187 0.0514 1.401 0.379 26.8752 162.3011 51.0579 845.379 4322.819 16.161 0.0771 2.137 0.802 26.9391 162.3011 51.0579 0.0296 0.0301 1 0 0.6
903.385 4329.469 15.933 0.0758 2.489 0.859 26.6212 162.3018 51.0575 904.949 4326.3 15.802 0.1075 3.71 1.474 26.5801 162.3018 51.0575 0.0254 0.0245 0 0 0.0
3694.537 4334.635 15.73 0.0578 2.215 0.72 26.4182 162.337 51.0418 3696.633 4332.044 16.081 0.0577 1.724 0.63 26.8591 162.337 51.0418 0.0224 0.0288 0 0 0.0
3710.422 4335.537 16.866 0.0579 0.961 -0.34 27.5542 162.3372 51.0417 3712.459 4332.592 16.793 0.0378 0.571 -0.04 27.5711 162.3372 51.0417 0.0446 0.0435 1 1 1.0
3702.306 4338.127 16.573 0.0707 1.477 0.549 27.2612 162.3371 51.0417 3703.888 4335.303 17.04 0.0854 1.245 0.608 27.8181 162.3371 51.0417 0.0374 0.0502 0 0 0.1
3699.105 4343.499 15.423 0.0764 3.26 1.03 26.1112 162.337 51.0417 3701.284 4340.923 15.931 0.0947 3.261 1.119 26.7091 162.337 51.0417 0.0186 0.0264 0 0 0.0
359.703 4349.195 15.87 0.0659 2.23 0.685 26.5582 162.2948 51.0604 361.735 4346.407 16.785 0.103 1.853 0.891 27.5631 162.2948 51.0604 0.0244 0.0433 0 0 0.0
3339.074 4356.448 17.807 0.1119 0.908 -0.44 28.4952 162.3323 51.0436 3340.972 4353.662 17.66 0.1107 1.011 -0.462 28.4381 162.3323 51.0436 0.0789 0.0722 1 1 1.0
1945.846 4357.236 16.394 0.0405 0.924 0.16 27.0822 162.3147 51.0514 1947.805 4354.518 17.035 0.0673 0.947 0.276 27.8131 162.3147 51.0514 0.0335 0.0501 1 1 1.0
1708.793 4357.931 13.364 0.0299 2.821 0.009 24.0522 162.3117 51.0527 1710.703 4355.124 13.705 0.0148 1.147 -0.065 24.4831 162.3117 51.0527 0.0085 0.0093 0 1 0.8
1177.809 4360.272 13.777 0.0154 1.213 -0.16 24.4652 162.305 51.0557 1179.726 4357.503 14.051 0.0139 0.947 -0.095 24.8291 162.305 51.0557 0.0085 0.0093 1 1 1.0
992.048 4360.822 16.16 0.1186 3.568 -0.218 26.8482 162.3027 51.0567 993.875 4358.22 17.415 0.1651 1.908 -0.97 28.1931 162.3027 51.0567 0.0291 0.0626 0 0 0.0
1711.028 4362.643 15.105 0.0243 0.843 0.002 25.7932 162.3117 51.0527 1712.976 4359.773 15.169 0.0198 0.64 -0.14 25.9471 162.3117 51.0527 0.0154 0.017 1 1 1.0
3051.851 4362.581 17.475 0.066 0.649 0.202 28.1632 162.3286 51.0452 3053.746 4360.431 17.272 0.0777 0.944 0.089 28.0501 162.3286 51.0452 0.0645 0.0575 1 1 1.0
3984.308 4364.316 17.083 0.089 1.341 0.335 27.7712 162.3404 51.0399 3986.925 4361.717 17.066 0.0694 1.003 -0.343 27.8441 162.3404 51.0399 0.0509 0.051 1 1 1.0
1136.909 4366.07 16.311 0.0538 1.284 0.59 26.9992 162.3044 51.0559 1138.597 4363.385 16.184 0.0754 2.136 0.754 26.9621 162.3044 51.0559 0.0319 0.0305 0 0 0.0
3236.754 4368.049 12.629 0.0297 3.168 -0.023 23.3172 162.3309 51.0441 3238.665 4365.264 12.983 0.0123 1.107 -0.137 23.7611 162.3309 51.0441 0.0085 0.0093 0 1 0.8
1760.67 4368.293 15.805 0.0952 3.412 1.209 26.4932 162.3123 51.0524 1762.32 4365.691 16.44 0.1213 2.942 1.153 27.2181 162.3123 51.0524 0.0235 0.0354 0 0 0.0
4429.279 4369.497 17.609 0.1832 1.864 -1.205 28.2972 162.346 51.0374 4431.271 4366.738 16.562 0.1524 3.292 -1.118 27.3401 162.346 51.0374 0.07 0.038 0 0 0.0
1006.764 4376.091 12.722 0.0151 1.493 -0.211 23.4102 162.3027 51.0565 1008.656 4373.322 13.096 0.0195 1.835 -0.2 23.8741 162.3027 51.0565 0.0085 0.0093 0 0 0.1
5422.815 4377.912 17.534 0.114 1.168 -0.057 28.2222 162.3584 51.0317 5424.708 4374.928 17.38 0.0735 0.799 -0.355 28.1581 162.3584 51.0317 0.0669 0.0613 1 1 1.0
1645.036 4378.479 16.124 0.0653 1.932 0.747 26.8122 162.3107 51.0529 1646.882 4375.992 16.174 0.0985 2.84 1.085 26.9521 162.3107 51.0529 0.0285 0.0303 0 0 0.0
4241.929 4379.245 17.71 0.1176 1.059 -0.483 28.3982 162.3435 51.0383 4243.962 4375.942 17.337 0.0536 0.554 -0.053 28.1151 162.3435 51.0383 0.0744 0.0598 1 1 1.0
1641.37 4384.95 16.872 0.1233 2.219 1.18 27.5602 162.3106 51.0529 1644.903 4380.792 16.8 0.1257 2.305 1.208 27.5781 162.3107 51.0529 0.0448 0.0437 0 0 0.0
1775.849 4385.37 16.085 0.0854 2.611 1.104 26.7732 162.3123 51.0521 1777.61 4382.017 16.72 0.0998 1.91 0.935 27.4981 162.3123 51.0522 0.0278 0.0417 0 0 0.0
4638.263 4386.334 16.257 0.0526 1.385 0.175 26.9452 162.3485 51.0361 4640.3 4383.663 16.072 0.0367 1.036 0.055 26.8501 162.3484 51.0361 0.0309 0.0286 1 1 1.0
1504.108 4386.425 17.38 0.0752 0.818 0.084 28.0682 162.3089 51.0537 1506.073 4383.939 17.0 0.0723 1.09 -0.129 27.7781 162.3089 51.0537 0.0609 0.0491 1 1 1.0
3087.962 4386.943 15.776 0.026 0.885 -0.09 26.4642 162.3289 51.0448 3089.975 4384.281 15.678 0.0206 0.667 -0.002 26.4561 162.3289 51.0448 0.0231 0.0228 1 1 1.0
5267.002 4389.886 15.685 0.074 2.932 0.905 26.3732 162.3564 51.0325 5268.546 4386.877 16.324 0.0769 2.035 0.726 27.1021 162.3563 51.0325 0.0218 0.0331 0 0 0.0
2150.86 4395.133 11.67 0.0263 2.978 0.396 22.3582 162.317 51.05 2152.798 4392.419 12.18 0.0087 0.809 -0.026 22.9581 162.317 51.05 0.0085 0.0093 0 1 0.8
1563.037 4397.252 15.733 0.0332 1.194 -0.255 26.4212 162.3095 51.0532 1565.158 4394.515 15.751 0.0228 0.711 -0.06 26.5291 162.3095 51.0532 0.0225 0.0238 1 1 1.0
684.072 4397.558 13.748 0.0286 2.436 -0.299 24.4362 162.2984 51.0582 685.994 4394.791 13.998 0.015 1.063 -0.162 24.7761 162.2984 51.0582 0.0085 0.0093 0 1 0.8
4472.867 4399.62 16.401 0.1019 2.546 1.24 27.0892 162.3462 51.0369 4475.522 4397.0 16.635 0.1069 2.083 1.186 27.4131 162.3463 51.0369 0.0337 0.0397 0 0 0.0
1997.563 4402.095 16.938 0.071 1.149 0.351 27.6262 162.315 51.0508 1999.389 4399.071 16.666 0.0386 0.658 -0.063 27.4441 162.315 51.0508 0.0466 0.0404 1 1 1.0
3790.734 4407.348 15.6 0.0247 0.921 -0.02 26.2882 162.3376 51.0407 3792.686 4404.597 15.627 0.0245 0.858 -0.193 26.4051 162.3376 51.0407 0.0207 0.0221 1 1 1.0
5873.757 4409.595 17.739 0.1206 0.926 -0.459 28.4272 162.3638 51.0289 5875.464 4406.724 16.982 0.0683 0.973 0.117 27.7601 162.3638 51.0289 0.0757 0.0486 1 1 1.0
2737.303 4414.337 16.444 0.041 0.924 0.052 27.1322 162.3242 51.0465 2739.354 4411.52 16.423 0.0303 0.6 0.07 27.2011 162.3242 51.0465 0.0346 0.0351 1 1 1.0
1649.134 4421.275 15.802 0.036 1.244 -0.237 26.4902 162.3104 51.0526 1651.035 4418.489 15.82 0.0337 1.113 -0.151 26.5981 162.3104 51.0526 0.0234 0.0247 1 1 1.0
5402.954 4423.666 14.972 0.0405 2.257 -0.084 25.6602 162.3578 51.0315 5404.848 4420.83 14.939 0.0126 0.562 -0.068 25.7171 162.3578 51.0315 0.0142 0.0149 0 1 0.8
1972.903 4424.977 17.284 0.0685 0.791 0.417 27.9722 162.3145 51.0507 1974.301 4422.752 16.521 0.1245 2.714 -0.578 27.2991 162.3145 51.0507 0.0575 0.0371 1 0 0.6
2766.477 4425.279 15.406 0.0385 1.698 0.209 26.0942 162.3245 51.0463 2768.44 4422.456 15.396 0.0239 0.968 0.023 26.1741 162.3245 51.0463 0.0185 0.0194 1 1 1.0
4906.88 4426.663 15.99 0.0967 3.229 1.181 26.6782 162.3515 51.0342 4909.785 4423.895 16.559 0.1075 2.47 1.067 27.3371 162.3515 51.0342 0.0263 0.038 0 0 0.0
5194.044 4427.91 18.088 0.1553 0.999 -0.745 28.7762 162.3551 51.0326 5197.574 4424.077 17.935 0.1416 1.03 -0.64 28.7131 162.3551 51.0326 0.0936 0.0849 1 1 1.0
1427.711 4428.208 16.241 0.0499 1.338 -0.267 26.9292 162.3076 51.0538 1429.716 4425.324 16.141 0.0257 0.612 -0.072 26.9191 162.3076 51.0538 0.0306 0.0298 1 1 1.0
3213.208 4432.045 15.993 0.1238 4.123 1.592 26.6812 162.3301 51.0437 3215.603 4428.66 15.842 0.1415 5.222 1.678 26.6201 162.3301 51.0437 0.0263 0.025 0 0 0.0
3198.714 4432.208 15.977 0.092 3.069 1.158 26.6652 162.3299 51.0438 3200.442 4429.612 16.351 0.1057 2.788 1.08 27.1291 162.3299 51.0438 0.0261 0.0336 0 0 0.0
2997.281 4432.189 16.053 0.1034 2.957 1.216 26.7412 162.3273 51.0449 2999.041 4430.127 15.163 0.115 5.76 1.513 25.9411 162.3273 51.0449 0.0273 0.017 0 0 0.0
4387.409 4440.787 12.541 0.0201 2.101 -0.057 23.2292 162.3448 51.037 4389.368 4438.014 12.944 0.0113 0.99 -0.083 23.7221 162.3448 51.037 0.0085 0.0093 1 1 1.0
4929.273 4442.82 15.28 0.0221 0.974 0.108 25.9682 162.3516 51.034 4931.28 4440.032 15.201 0.0191 0.83 -0.098 25.9791 162.3516 51.034 0.0171 0.0173 1 1 1.0
3062.952 4445.698 16.736 0.0565 1.035 0.311 27.4242 162.328 51.0444 3065.059 4442.761 16.776 0.0507 0.873 -0.082 27.5541 162.328 51.0444 0.0413 0.0431 1 1 1.0
3002.954 4446.185 16.529 0.1315 2.677 1.516 27.2172 162.3273 51.0448 3004.828 4442.929 17.133 0.1448 1.9 1.333 27.9111 162.3273 51.0448 0.0364 0.0531 0 0 0.0
2995.296 4450.585 16.294 0.0743 1.937 0.796 26.9822 162.3271 51.0448 2997.27 4447.542 16.778 0.0972 1.716 0.841 27.5561 162.3271 51.0448 0.0316 0.0431 0 0 0.0
3411.781 4454.548 13.612 0.0178 1.466 -0.027 24.3002 162.3324 51.0424 3413.789 4451.706 13.953 0.0135 0.961 -0.121 24.7311 162.3324 51.0424 0.0085 0.0093 1 1 1.0
2165.258 4454.887 16.377 0.0493 1.197 -0.126 27.0652 162.3166 51.0494 2167.231 4452.039 16.203 0.031 0.75 -0.036 26.9811 162.3166 51.0494 0.0332 0.0309 1 1 1.0
3459.104 4458.414 17.412 0.0746 0.808 -0.108 28.1002 162.3329 51.0421 3461.032 4455.55 16.986 0.0715 1.112 0.085 27.7641 162.3329 51.0421 0.0621 0.0487 1 1 1.0
2757.525 4466.775 16.402 0.0802 2.04 0.895 27.0902 162.324 51.046 2759.741 4463.77 17.051 0.0784 1.145 0.616 27.8291 162.324 51.046 0.0337 0.0506 0 0 0.0
3913.247 4468.229 14.214 0.0219 1.575 0.056 24.9022 162.3386 51.0395 3915.218 4465.393 14.368 0.016 1.014 -0.163 25.1461 162.3386 51.0395 0.009 0.0108 1 1 1.0
3948.758 4474.182 16.901 0.043 0.649 -0.035 27.5892 162.339 51.0392 3950.98 4471.39 16.581 0.0323 0.574 -0.085 27.3591 162.339 51.0392 0.0456 0.0384 1 1 1.0
2676.306 4479.991 17.283 0.1005 1.254 -0.009 27.9712 162.3229 51.0463 2679.762 4478.364 17.049 0.1182 1.852 0.193 27.8271 162.3229 51.0463 0.0575 0.0505 1 0 0.6
5843.776 4480.978 17.233 0.0915 1.075 -0.352 27.9212 162.3628 51.0285 5845.806 4478.06 17.261 0.0715 0.768 -0.299 28.0391 162.3628 51.0285 0.0557 0.0572 1 1 1.0
2238.947 4482.747 17.165 0.0602 0.771 0.09 27.8532 162.3173 51.0488 2240.755 4480.0 16.967 0.0497 0.707 0.09 27.7451 162.3173 51.0488 0.0535 0.0481 1 1 1.0
3942.982 4492.33 11.858 0.0397 4.41 -0.184 22.5462 162.3387 51.0391 3944.87 4489.562 12.294 0.0127 1.275 -0.131 23.0721 162.3387 51.0391 0.0085 0.0093 0 1 0.8
1401.298 4494.165 16.556 0.0418 0.837 -0.142 27.2442 162.3066 51.0534 1403.093 4491.432 16.39 0.0371 0.807 0.039 27.1681 162.3066 51.0534 0.037 0.0344 1 1 1.0
2829.802 4496.415 17.42 0.0867 0.97 -0.321 28.1082 162.3246 51.0453 2831.927 4493.506 17.14 0.0574 0.727 0.069 27.9181 162.3246 51.0453 0.0624 0.0533 1 1 1.0
731.592 4496.318 16.466 0.0884 1.95 1.044 27.1542 162.2982 51.0571 733.952 4494.287 17.005 0.1085 1.666 0.972 27.7831 162.2982 51.0571 0.035 0.0492 0 0 0.0
2862.914 4497.932 18.907 0.3628 1.142 -3.196 29.5952 162.3251 51.0451 2863.849 4496.75 17.729 0.1828 1.698 -0.218 28.5071 162.325 51.0451 0.1536 0.0752 0 0 0.0
5739.386 4501.643 17.778 0.1892 1.426 -0.479 28.4662 162.3613 51.029 5741.992 4497.891 17.328 0.1778 2.119 -0.381 28.1061 162.3613 51.029 0.0775 0.0595 0 0 0.0
5918.683 4503.748 16.601 0.0762 1.584 0.779 27.2892 162.3636 51.0279 5921.313 4502.117 16.828 0.1004 1.828 0.691 27.6061 162.3635 51.0279 0.038 0.0444 0 0 0.0
5540.461 4506.418 17.576 0.0962 0.91 -0.671 28.2642 162.3588 51.03 5542.866 4503.583 17.786 0.1277 1.048 -0.122 28.5641 162.3588 51.03 0.0686 0.0778 1 1 1.0
1065.047 4512.278 15.513 0.0227 0.854 -0.055 26.2012 162.3022 51.0551 1066.958 4509.486 15.458 0.0217 0.809 -0.095 26.2361 162.3022 51.0551 0.0197 0.0201 1 1 1.0
4429.988 4512.979 16.841 0.1823 3.411 -0.305 27.5292 162.3447 51.0362 4431.123 4508.382 16.743 0.2228 4.79 0.066 27.5211 162.3447 51.0362 0.044 0.0422 0 0 0.0
3232.64 4517.713 16.584 0.0349 0.671 -0.035 27.2722 162.3295 51.0429 3234.77 4514.887 16.549 0.0333 0.619 0.051 27.3271 162.3295 51.0429 0.0376 0.0377 1 1 1.0
2755.55 4533.78 11.426 0.0086 0.861 -0.083 22.1142 162.3234 51.0455 2757.546 4531.02 11.881 0.0096 0.929 -0.026 22.6591 162.3234 51.0455 0.0085 0.0093 1 1 1.0
4102.367 4538.625 16.563 0.0483 1.023 -0.24 27.2512 162.3403 51.0379 4104.254 4535.824 16.353 0.0386 0.898 -0.133 27.1311 162.3403 51.0379 0.0372 0.0337 1 1 1.0
4330.705 4540.616 16.781 0.0616 1.126 0.483 27.4692 162.3432 51.0366 4332.199 4537.386 17.307 0.0619 0.681 0.169 28.0851 162.3432 51.0366 0.0424 0.0587 1 1 1.0
2654.765 4541.448 15.873 0.0354 1.178 0.029 26.5612 162.322 51.046 2656.685 4538.542 15.806 0.0252 0.784 0.093 26.5841 162.322 51.046 0.0245 0.0245 1 1 1.0
3351.53 4543.035 17.346 0.064 0.717 -0.128 28.0342 162.3308 51.042 3353.565 4540.108 17.112 0.0641 0.863 0.035 27.8901 162.3308 51.042 0.0597 0.0524 1 1 1.0
5053.313 4544.369 15.537 0.0428 1.795 -0.008 26.2252 162.3523 51.0325 5055.412 4541.557 15.509 0.0214 0.788 -0.09 26.2871 162.3523 51.0325 0.02 0.0207 0 1 0.8
651.867 4545.754 15.625 0.097 3.55 1.15 26.3132 162.2967 51.0572 653.851 4544.11 15.92 0.1264 3.984 1.573 26.6981 162.2967 51.0572 0.0211 0.0262 0 0 0.0
2779.211 4546.554 16.124 0.0325 0.889 -0.0 26.8122 162.3236 51.0452 2781.328 4543.828 16.014 0.0258 0.695 -0.119 26.7921 162.3236 51.0452 0.0285 0.0277 1 1 1.0
5264.375 4548.338 16.284 0.0527 1.345 0.019 26.9722 162.3549 51.0313 5266.52 4545.576 16.169 0.0277 0.68 -0.08 26.9471 162.3549 51.0313 0.0314 0.0303 1 1 1.0
3458.242 4550.128 12.791 0.0137 1.324 -0.085 23.4792 162.3321 51.0414 3460.092 4547.35 13.159 0.0175 1.58 0.061 23.9371 162.3321 51.0414 0.0085 0.0093 1 1 1.0
2677.141 4552.902 16.44 0.0421 0.952 -0.083 27.1282 162.3222 51.0458 2679.06 4550.107 16.216 0.0279 0.658 -0.119 26.9941 162.3222 51.0458 0.0345 0.0311 1 1 1.0
3807.571 4554.563 16.175 0.0736 2.157 0.826 26.8632 162.3365 51.0394 3809.932 4551.927 16.362 0.1114 2.95 1.121 27.1401 162.3365 51.0394 0.0294 0.0338 0 0 0.0
2479.916 4561.594 17.13 0.0873 1.254 -0.209 27.8182 162.3197 51.0468 2481.969 4558.382 16.656 0.0511 0.977 -0.171 27.4341 162.3197 51.0468 0.0524 0.0402 1 1 1.0
3189.134 4566.526 15.29 0.0255 1.161 0.194 25.9782 162.3286 51.0428 3191.176 4563.751 15.323 0.0179 0.711 -0.045 26.1011 162.3286 51.0428 0.0172 0.0186 1 1 1.0
4555.802 4567.776 16.416 0.033 0.713 0.035 27.1042 162.3458 51.0351 4557.866 4565.052 16.283 0.0288 0.657 0.081 27.0611 162.3458 51.0351 0.034 0.0323 1 1 1.0
2104.44 4568.447 16.852 0.1059 1.955 1.117 27.5402 162.3149 51.0488 2105.902 4565.458 16.94 0.0744 1.18 0.601 27.7181 162.3148 51.0489 0.0443 0.0474 0 0 0.0
5049.945 4575.085 16.222 0.0475 1.254 0.513 26.9102 162.352 51.0322 5051.936 4572.326 16.918 0.0615 0.983 0.401 27.6961 162.352 51.0322 0.0302 0.0468 0 1 0.8
2375.085 4578.086 18.124 0.2124 1.264 -1.385 28.8122 162.3182 51.0473 2376.282 4573.881 18.569 0.2241 0.888 -1.075 29.3471 162.3182 51.0473 0.0956 0.1233 1 1 1.0
1493.002 4578.188 17.124 0.0482 0.598 0.061 27.8122 162.307 51.0522 1494.747 4575.274 16.982 0.0487 0.667 0.003 27.7601 162.307 51.0522 0.0522 0.0486 1 1 1.0
3847.315 4579.056 16.481 0.0468 1.056 0.064 27.1692 162.3368 51.039 3849.09 4576.104 16.388 0.0396 0.908 -0.185 27.1661 162.3367 51.039 0.0354 0.0344 1 1 1.0
4971.561 4582.846 16.017 0.0753 2.45 0.837 26.7052 162.3509 51.0326 4973.446 4580.372 16.709 0.0719 1.389 0.699 27.4871 162.3509 51.0326 0.0267 0.0414 0 0 0.0
1220.486 4587.131 16.763 0.0704 1.288 0.658 27.4512 162.3035 51.0537 1221.182 4585.393 17.347 0.0908 1.023 0.575 28.1251 162.3035 51.0537 0.0419 0.0601 0 1 0.8
4959.786 4591.322 16.247 0.0357 0.893 0.158 26.9352 162.3507 51.0326 4961.807 4588.574 16.098 0.0397 1.126 0.183 26.8761 162.3507 51.0326 0.0307 0.029 1 1 1.0
3641.328 4594.306 15.069 0.0289 1.503 0.002 25.7572 162.334 51.04 3643.302 4591.411 15.038 0.0201 0.966 -0.072 25.8161 162.334 51.04 0.015 0.0158 1 1 1.0
1505.171 4594.361 16.497 0.0542 1.216 -0.132 27.1852 162.3071 51.052 1507.095 4591.65 16.262 0.0352 0.841 -0.062 27.0401 162.307 51.052 0.0357 0.0319 1 1 1.0
3692.207 4594.813 16.163 0.0577 1.672 0.612 26.8512 162.3347 51.0397 3694.131 4591.751 16.251 0.0493 1.286 0.415 27.0291 162.3347 51.0397 0.0292 0.0317 0 0 0.1
5041.354 4596.826 15.841 0.0676 2.434 0.745 26.5292 162.3517 51.0321 5043.409 4594.603 16.387 0.0621 1.529 0.319 27.1651 162.3516 51.0321 0.024 0.0343 0 0 0.0
3465.844 4602.421 16.403 0.0241 0.478 -0.033 27.0912 162.3317 51.0409 3467.741 4599.567 16.332 0.0379 0.891 0.095 27.1101 162.3317 51.0409 0.0337 0.0333 1 1 1.0
4654.459 4605.264 12.712 0.0346 3.674 -0.051 23.4002 162.3467 51.0342 4656.393 4602.456 13.107 0.0103 0.854 -0.084 23.8851 162.3467 51.0342 0.0085 0.0093 0 1 0.8
5048.655 4606.731 17.73 0.0878 0.706 -0.037 28.4182 162.3517 51.032 5050.311 4603.463 17.275 0.0701 0.827 -0.24 28.0531 162.3517 51.032 0.0753 0.0576 1 1 1.0
1374.383 4615.045 13.038 0.0292 2.885 -0.193 23.7262 162.3052 51.0526 1376.293 4612.324 13.472 0.0169 1.436 -0.199 24.2501 162.3052 51.0526 0.0085 0.0093 0 0 0.1
4399.701 4627.644 15.727 0.0734 2.874 0.937 26.4152 162.3433 51.0355 4401.691 4624.895 14.481 0.0844 6.04 1.3 25.2591 162.3433 51.0355 0.0224 0.0115 0 0 0.0
534.332 4628.7 17.792 0.1238 0.962 -0.223 28.4802 162.2945 51.0572 536.168 4625.812 17.282 0.1356 1.727 -0.476 28.0601 162.2945 51.0572 0.0782 0.0579 1 0 0.6
3386.852 4631.417 17.844 0.1034 0.798 -0.57 28.5322 162.3305 51.0411 3388.777 4628.956 17.784 0.097 0.758 -0.358 28.5621 162.3305 51.0411 0.0807 0.0777 1 1 1.0
3298.514 4632.049 17.749 0.1088 0.928 -0.394 28.4372 162.3294 51.0416 3300.3 4629.651 17.263 0.0633 0.736 -0.148 28.0411 162.3293 51.0416 0.0762 0.0572 1 1 1.0
4728.092 4632.274 17.37 0.1301 1.602 -0.567 28.0582 162.3474 51.0336 4731.419 4631.152 17.242 0.1592 2.222 -0.681 28.0201 162.3474 51.0336 0.0606 0.0565 0 0 0.0
4023.119 4633.545 14.251 0.0174 1.179 -0.111 24.9392 162.3385 51.0376 4025.034 4630.717 14.465 0.019 1.203 -0.139 25.2431 162.3385 51.0376 0.0092 0.0114 1 1 1.0
3160.668 4636.43 14.007 0.0223 1.73 0.085 24.6952 162.3276 51.0424 3162.642 4633.65 14.205 0.0171 1.166 -0.053 24.9831 162.3276 51.0424 0.0085 0.0099 1 1 1.0
2897.054 4637.652 15.866 0.0472 1.563 0.59 26.5542 162.3242 51.0438 2899.016 4634.981 16.61 0.055 1.106 0.49 27.3881 162.3242 51.0438 0.0244 0.0391 0 0 0.1
3806.434 4637.628 16.776 0.1005 1.976 1.07 27.4642 162.3357 51.0387 3809.092 4635.087 17.02 0.0882 1.362 0.752 27.7981 162.3357 51.0387 0.0423 0.0497 0 0 0.0
3886.101 4640.185 16.424 0.0296 0.622 0.173 27.1122 162.3367 51.0383 3888.024 4637.407 16.267 0.0267 0.588 -0.106 27.0451 162.3367 51.0383 0.0342 0.032 1 1 1.0
350.93 4640.184 15.433 0.0715 3.201 0.869 26.1212 162.2921 51.0581 353.247 4637.506 16.072 0.0738 2.203 0.758 26.8501 162.2921 51.0581 0.0188 0.0286 0 0 0.0
1909.279 4645.446 16.327 0.1071 2.832 1.238 27.0152 162.3117 51.0493 1910.797 4643.946 16.254 0.1276 3.467 1.375 27.0321 162.3117 51.0493 0.0322 0.0318 0 0 0.0
2923.6 4647.449 17.176 0.0748 1.023 -0.37 27.8642 162.3245 51.0436 2925.816 4644.384 17.071 0.0493 0.639 0.014 27.8491 162.3245 51.0436 0.0539 0.0512 1 1 1.0
397.442 4648.198 17.659 0.0888 0.723 -0.348 28.3472 162.2926 51.0578 399.401 4645.275 17.517 0.0843 0.77 -0.281 28.2951 162.2926 51.0578 0.0722 0.0664 1 1 1.0
4341.059 4650.879 16.499 0.0462 1.019 -0.059 27.1872 162.3423 51.0356 4343.116 4648.174 16.268 0.0328 0.794 0.09 27.0461 162.3423 51.0356 0.0358 0.032 1 1 1.0
3353.298 4651.226 16.899 0.0666 1.125 0.577 27.5872 162.3299 51.0412 3355.519 4648.678 17.04 0.0635 0.903 0.306 27.8181 162.3299 51.0412 0.0455 0.0502 0 1 0.8
4100.112 4653.076 12.918 0.0393 4.061 -0.183 23.6062 162.3393 51.037 4102.087 4650.269 13.228 0.0141 1.249 -0.135 24.0061 162.3393 51.037 0.0085 0.0093 0 1 0.8
3632.079 4653.486 15.96 0.0264 0.783 0.011 26.6482 162.3334 51.0396 3634.026 4650.799 15.853 0.0286 0.914 -0.036 26.6311 162.3334 51.0396 0.0258 0.0252 1 1 1.0
5532.371 4657.019 16.921 0.0447 0.662 -0.059 27.6092 162.3573 51.0289 5534.349 4654.0 16.818 0.0353 0.519 0.067 27.5961 162.3573 51.0289 0.0462 0.0441 1 1 1.0
3977.84 4657.386 17.604 0.0971 0.938 -0.509 28.2922 162.3377 51.0376 3979.805 4654.398 17.286 0.0729 0.869 -0.333 28.0641 162.3377 51.0376 0.0698 0.058 1 1 1.0
3249.794 4657.875 17.439 0.0657 0.672 0.345 28.1272 162.3285 51.0417 3251.876 4654.805 17.305 0.0794 0.95 -0.181 28.0831 162.3285 51.0417 0.0632 0.0587 1 1 1.0
4391.93 4661.909 14.882 0.091 5.453 1.367 25.5702 162.3429 51.0353 4393.887 4659.07 15.238 0.1187 6.102 1.607 26.0161 162.3429 51.0353 0.0134 0.0177 0 0 0.0
2654.014 4662.887 16.503 0.0437 0.962 -0.118 27.1912 162.3209 51.045 2656.003 4660.135 16.343 0.0335 0.759 0.0 27.1211 162.3209 51.045 0.0358 0.0335 1 1 1.0
2161.693 4675.759 16.725 0.0379 0.655 -0.112 27.4132 162.3146 51.0477 2163.832 4673.08 16.49 0.0306 0.581 0.126 27.2681 162.3146 51.0477 0.041 0.0365 1 1 1.0
1034.884 4680.107 17.073 0.0667 0.931 0.344 27.7612 162.3003 51.054 1036.689 4677.197 16.329 0.0905 2.345 0.837 27.1071 162.3003 51.054 0.0506 0.0332 1 0 0.6
2406.236 4680.853 15.583 0.0272 1.049 0.049 26.2712 162.3177 51.0463 2408.139 4678.082 15.559 0.0307 1.188 0.022 26.3371 162.3177 51.0463 0.0205 0.0213 1 1 1.0
1739.703 4687.128 16.26 0.0542 1.429 0.521 26.9482 162.3092 51.05 1741.766 4684.313 16.656 0.0595 1.124 0.494 27.4341 162.3092 51.05 0.0309 0.0402 0 0 0.1
4496.759 4688.995 16.445 0.0627 1.492 0.175 27.1332 162.344 51.0345 4498.569 4686.276 17.173 0.0472 0.549 0.218 27.9511 162.344 51.0345 0.0346 0.0543 1 1 1.0
3256.143 4698.114 16.101 0.0443 1.317 0.205 26.7892 162.3282 51.0413 3258.094 4695.262 15.994 0.0288 0.821 -0.0 26.7721 162.3282 51.0413 0.0281 0.0273 1 1 1.0
4925.701 4704.517 15.718 0.0648 2.474 0.764 26.4062 162.3492 51.0319 4927.751 4701.657 16.286 0.0902 2.521 0.911 27.0641 162.3492 51.0319 0.0223 0.0324 0 0 0.0
1999.949 4705.639 11.997 0.0116 1.201 -0.035 22.6852 162.3123 51.0483 2001.931 4702.9 12.428 0.0142 1.42 -0.059 23.2061 162.3123 51.0483 0.0085 0.0093 1 1 1.0
4354.104 4705.822 16.352 0.0572 1.426 0.62 27.0402 162.342 51.0351 4355.846 4702.976 16.821 0.0588 1.0 0.556 27.5991 162.342 51.0351 0.0327 0.0442 0 0 0.1
