,gr,r
163,0.281,18.168121911934875
164,0.243,18.205121911934874
165,0.214,18.23012191193488
166,0.209,18.232121911934875
167,0.178,18.25412191193488
168,0.1509999999999999,18.272121911934875
169,0.125,18.29112191193488
170,0.0969999999999999,18.310121911934875
171,0.0689999999999999,18.330121911934874
172,0.043,18.34912191193488
173,0.015,18.37012191193488
174,-0.013,18.39212191193488
175,-0.0379999999999999,18.41312191193488
176,-0.062,18.435121911934875
177,-0.065,18.438121911934875
178,-0.068,18.441121911934875
179,-0.092,18.46512191193488
180,-0.114,18.490121911934875
181,-0.1329999999999999,18.514121911934875
182,-0.1469999999999999,18.53612191193488
183,-0.1599999999999999,18.55612191193488
184,-0.171,18.57612191193488
185,-0.179,18.592121911934875
186,-0.187,18.607121911934875
187,-0.1929999999999999,18.62012191193488
188,-0.1969999999999999,18.630121911934875
189,-0.1999999999999999,18.638121911934878
190,-0.2029999999999999,18.644121911934874
191,-0.2049999999999999,18.64812191193488
192,-0.2059999999999999,18.65112191193488
193,-0.2059999999999999,18.653121911934875
194,-0.2069999999999999,18.65412191193488
195,-0.2069999999999999,18.653121911934875
196,-0.2049999999999999,18.65112191193488
197,-0.2049999999999999,18.65112191193488
198,-0.221,18.73012191193488
