,key,ra,dec,name,host,confirmed_real,confirmed_star_cluster,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,rhalf_physical,rhalf_sph_physical,surface_brightness_rhalf,metallicity,metallicity_em,metallicity_ep,metallicity_type,ll,bb,peri,peri16,peri50,peri84,apo,apo16,apo50,apo84,ecc,ecc16,ecc50,ecc84,fperi,fperi16,fperi50,fperi84,Lz,Lz16,Lz50,Lz84,E,E16,E50,E84
105,ngc_6356,260.895804,-17.813027,NGC 6356,,1,1,0.88,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.973,0.127,0.127,Baumgardt2021MNRAS.505.5957B,7.46,0.07,0.07,Baumgardt2020PASA...37...46B,48.18,1.82,1.82,,,,,Baumgardt2018MNRAS.478.1520B,-3.7501,0.0264,0.0264,-3.3923,0.026,0.026,Vasiliev2021MNRAS.505.5978V,-0.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-8.513000000000002,0.07,0.07,5.638229995663982,15.653087033811534,0.8892242562729074,0.9427820405640972,4.006902633671582,4.006902633671582,18.0716570614029,-0.4,,,spectroscopic,6.723679201986641,10.219716093046896,3.993143262658191,2.916287444450519,4.035389341552742,5.389848640397098,9.135530554014046,7.937947791328413,9.121347974636919,10.486004567571188,0.3916912982349737,0.32110770598483696,0.386646037855562,0.4632502340886621,0.7820725908138505,0.6975741799351483,0.7834487901668155,0.8332202752624492,-1.0841657133367741,-1.4003204056130145,-1.0833166633856064,-0.8115195606830063,-0.09798628869496695,-0.10791133514062455,-0.09808761752489628,-0.08803986496330476
106,ngc_6205,250.421814,36.459862,NGC 6205,,1,1,1.61,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.352,0.022,0.022,Baumgardt2021MNRAS.505.5957B,5.75,0.04,0.04,Baumgardt2020PASA...37...46B,-244.9,0.3,0.3,,,,,Baumgardt2018MNRAS.478.1520B,-3.1493,0.0227,0.0227,-2.5735,0.0231,0.0231,Vasiliev2021MNRAS.505.5978V,-1.53,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.22,0.43,0.43,Kruijssen2019MNRAS.486.3180K,,,,,-8.602,0.04,0.04,5.673829995663982,7.419933277899435,0.07479459632828434,0.0755562200201485,3.474977470400022,3.474977470400022,17.673372969482525,-1.53,,,spectroscopic,59.00736345016763,40.9129290705917,1.32035656945124,1.3223987053910506,1.3384685853789757,1.3589486071552683,10.280156741487582,8.74709881811189,9.044149285593939,9.521776299483312,0.7723623887908139,0.7349973733417771,0.7420785915340192,0.7523385847154463,0.8053017162374794,0.8825473002454557,0.9322165260940649,0.9688799892800155,0.3343656615460521,0.32887432051682497,0.3343035749123372,0.3399150113650257,-0.1067508948606045,-0.10697098678008471,-0.106755983234049,-0.10652562560984484
107,ngc_6229,251.745249,47.527796,NGC 6229,,1,1,0.36,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.393,0.034,0.034,Baumgardt2021MNRAS.505.5957B,9.3,0.05,0.05,Baumgardt2020PASA...37...46B,-137.89,0.71,0.71,,,,,Baumgardt2018MNRAS.478.1520B,-1.1706,0.0263,0.0263,-0.4665,0.0267,0.0267,Vasiliev2021MNRAS.505.5978V,-1.47,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.36,0.01,0.01,2.62,0.08,0.08,Munoz2018ApJ...860...66M,,,,,,,,,-8.093,0.05,0.05,5.470229995663981,30.102322206633794,0.46765872114764306,0.47503875026700726,3.1523078100117874,3.1523078100117874,17.9707562439806,-1.47,,,spectroscopic,73.63864436051793,40.30631373019859,1.3270754751479568,1.3855346154644068,1.8580291076072741,2.3766605343518403,29.965613148260243,29.502868016591428,29.98177629656486,30.419594582213467,0.9151830326170662,0.8539802637898061,0.8826854878496029,0.9113664754226303,0.9816297178982563,0.9811046095324757,0.9826150162763104,0.9839216067192523,-0.19213343497373536,-0.27500938924907165,-0.19422185045875218,-0.10779867353142651,-0.04559667324725554,-0.04639736323625642,-0.04554342208598154,-0.04468817951795495
108,bh_176,234.7810417,-50.05272222,BH 176,,1,1,0.9,,,,,,,,,,Harris1996AJ....112.1487H,15.913,,,Harris1996AJ....112.1487H,11.613,,,Harris1996AJ....112.1487H,90.3,0.35,0.35,,,,,Baumgardt2018MNRAS.478.1520B,-3.9889,0.0293,0.0293,-3.0568,0.0287,0.0287,Vasiliev2021MNRAS.505.5978V,0.0,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-4.300000000000001,,,3.953029995663982,15.226496955679364,,,3.98628758132247,3.98628758132247,22.273456245668285,0.0,,,spectroscopic,328.4131377257982,4.336649089107476,4.245557570436445,4.181059086866928,4.257000714703692,4.320755297295652,9.836925045754958,9.813207162638655,9.833800928490646,9.856907242844105,0.39704415959227324,0.3904795957868937,0.39572422135285057,0.40244856750681296,0.9270804380143473,0.9227230686278445,0.9274654619122784,0.9316932396533997,-1.4547200092426695,-1.4724247278717797,-1.454559512585485,-1.4366321528938386,-0.0953126078715391,-0.09566026961871632,-0.09531501209883647,-0.09496177152236739
109,ngc_288,13.1885,-26.582611,NGC 288,,1,1,2.23,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.768,0.021,0.021,Baumgardt2021MNRAS.505.5957B,8.01,0.04,0.04,Baumgardt2020PASA...37...46B,-44.45,0.13,0.13,,,,,Baumgardt2018MNRAS.478.1520B,4.1641,0.0241,0.0241,-5.7053,0.0243,0.0243,Vasiliev2021MNRAS.505.5978V,-1.32,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.54,0.43,0.43,Kruijssen2019MNRAS.486.3180K,,,,,-6.758000000000001,0.04,0.04,4.9362299956639815,8.986694950475266,0.08649015422001227,0.08733064575342908,5.82949561901095,5.82949561901095,20.640767758747103,-1.32,,,spectroscopic,151.2851618226132,-89.38041367878503,2.412169436449972,2.3731633548932844,2.5373082798603104,2.8135977585500065,12.264340651213988,12.184844821881684,12.250689575906407,12.321378732798253,0.671288416382111,0.6281546800122749,0.657287185947011,0.6741752183254136,0.9821215652200397,0.9815485126758351,0.9825270110240245,0.9833690906441104,0.5679911625836609,0.5401073586032941,0.5661117753747783,0.5927316638886742,-0.0882494670854428,-0.08879061127769755,-0.0882905284555228,-0.08779014516972103
110,ngc_6638,277.733734,-25.497473,NGC 6638,,1,1,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.951,0.075,0.076,Baumgardt2021MNRAS.505.5957B,7.53,0.1,0.1,Baumgardt2020PASA...37...46B,8.63,2.0,2.0,,,,,Baumgardt2018MNRAS.478.1520B,-2.5185,0.0287,0.0287,-4.0756,0.0287,0.0287,Vasiliev2021MNRAS.505.5978V,-0.95,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-7.421,0.1,0.1,5.2014299956639825,9.776873589674217,0.33191626459715096,0.3482422359623296,1.8485852091534984,1.8485852091534984,17.48381050541918,-0.95,,,spectroscopic,7.89650297441941,-7.152980862793188,0.1562570705201988,0.20303485278100028,0.3367446347311853,0.5349482964423972,809.2191960417136,4.136973616161905,9.360904564131378,31.619340996980792,0.9996138823585041,0.8522919329469467,0.9330627585122546,0.980268005954972,0.002795414524304838,0.060276347896958606,0.2322626656350924,0.5588430432552156,-0.04738194482129256,-0.06210104970109038,-0.047230866638272154,-0.03800883645857869,-0.17459739994736334,-0.1787828347818993,-0.17456828384911915,-0.1700607811386248
111,ngc_6287,256.288904,-22.708005,NGC 6287,,1,1,0.84,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.496,0.1,0.101,Baumgardt2021MNRAS.505.5957B,7.55,0.07,0.07,Baumgardt2020PASA...37...46B,-294.74,1.65,1.65,,,,,Baumgardt2018MNRAS.478.1520B,-5.0103,0.0292,0.0292,-1.883,0.0277,0.0277,Vasiliev2021MNRAS.505.5978V,-2.1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.57,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,-6.946000000000001,0.07,0.07,5.011429995663981,7.9286637487854765,0.3568486516384217,0.3774906552937587,1.9373380277975238,1.9373380277975238,18.06064013517526,-2.1,,,spectroscopic,0.13163340031573556,11.02325605494149,0.1850269804321312,0.2663342478899214,0.4362123447090756,0.6205881254410684,5.259138382681465,5.1041807831954396,5.188272705521467,5.28789241008103,0.9320274208841033,0.788374961671659,0.8449204725271091,0.9028620163434262,0.26539717051934997,0.20545960521973647,0.23954578454104034,0.2669740530635909,-0.00851422672093117,-0.03794898677844848,-0.00950600904084482,0.014599485151278646,-0.13659727496015905,-0.137059415715014,-0.13627406457176122,-0.13462700093354754
112,2ms_gc01,272.090851,-19.829723,2MASS GC-01,,1,1,4.07,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,12.64,0.4,0.4,Baumgardt2021MNRAS.505.5957B,6.57,,,Baumgardt2020PASA...37...46B,-31.28,0.5,0.5,,,,,Baumgardt2018MNRAS.478.1520B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.07,,,4.661029995663982,3.3728730865886893,0.5674394486369763,0.6822122678951494,3.993195071573451,3.993195071573451,20.507214779656962,,,,,10.470990467798098,0.10008310672606426,,,,,,,,,,,,,,,,,,,,,,,,
113,lynga_7,242.765213,-55.317776,Lynga 7,,1,1,1.7,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.488,0.044,0.044,Baumgardt2021MNRAS.505.5957B,7.62,0.14,0.14,Baumgardt2020PASA...37...46B,17.86,0.83,0.83,,,,,Baumgardt2018MNRAS.478.1520B,-3.851,0.0269,0.0269,-7.0495,0.0271,0.0271,Vasiliev2021MNRAS.505.5978V,-1.01,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.48,1.03,1.03,Kruijssen2019MNRAS.486.3180K,,,,,-6.867999999999999,0.14,0.14,4.980229995663982,7.899507213358159,0.1584549426169417,0.1616984252807523,3.9063849544806923,3.9063849544806923,19.661488177969147,-1.01,,,spectroscopic,328.7690877524491,-2.797339586436759,1.6136851414813165,1.5682075707580931,1.6132844633829726,1.7122326590696026,4.541176340693447,4.48436805807333,4.521747821255058,4.603010221645122,0.47563884381322064,0.4575807860932539,0.47323044846282564,0.482757978728067,0.9162321954847149,0.9085410948673512,0.9194533999967005,0.9265506585873705,-0.5025908294997986,-0.5241768376655198,-0.5023681610696487,-0.4844388471622652,-0.14295819262484566,-0.14407156896010284,-0.1429568480003543,-0.14162492062151527
114,arp_2,292.183807,-30.355639,ARP 2,sagittarius_1,1,1,1.7,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.291,0.026,0.026,Baumgardt2021MNRAS.505.5957B,11.34,0.04,0.04,Baumgardt2020PASA...37...46B,122.64,0.29,0.29,,,,,Baumgardt2018MNRAS.478.1520B,-2.3307,0.0313,0.0313,-1.4753,0.0294,0.0294,Vasiliev2021MNRAS.505.5978V,-1.75,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.96,0.51,0.51,Kruijssen2019MNRAS.486.3180K,,,,,-5.9510000000000005,0.04,0.04,4.6134299956639815,28.721029297978315,0.3418390135627334,0.3459566050099916,14.202834897991854,14.202834897991854,23.381488177969146,-1.75,,,spectroscopic,8.545369987144841,-20.785365842204634,18.110713436683124,17.703767024603703,18.16173473142238,18.566473946048127,51.51103316633796,48.88734775070327,51.7078031831545,54.328308373887204,0.4797397560291242,0.46751724868621186,0.47991358324935385,0.4912537220760313,0.102718124113628,0.09112823183524853,0.10178371669364464,0.11441578767747684,-1.6405546025688078,-1.7547597140242632,-1.637436395621855,-1.5150160493152036,-0.013229580629744565,-0.015247573143764086,-0.013056110097559685,-0.011197614245618085
115,terzan_12,273.065833,-22.741944,Terzan 12,,1,1,1.18,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.566,0.161,0.162,Baumgardt2021MNRAS.505.5957B,7.46,0.11,0.11,Baumgardt2020PASA...37...46B,95.61,1.21,1.21,,,,,Baumgardt2018MNRAS.478.1520B,-6.2223,0.037,0.037,-3.0524,0.0336,0.0336,Vasiliev2021MNRAS.505.5978V,-0.48,0.16,0.16,,,,,Geisler2023A&A...669A.115G,,,,,,,,,,,,,,,,,,,,,,,-6.106000000000001,0.11,0.11,4.675429995663982,5.166542425669501,0.3692079393026093,0.4001855558399843,1.773405800014175,1.773405800014175,18.708653699332,-0.48,0.16,0.16,spectroscopic,8.358119089531927,-2.1007739500290796,1.4797475118622165,1.354215711633386,1.4933423256345533,1.6700715528604522,3.576513411842913,3.1811534431307207,3.5577085926156067,3.9759085488136194,0.4146870447588032,0.3993128487941907,0.40841069098936883,0.4143499809071117,0.7219896356191146,0.7021689953921476,0.7178733597413929,0.7285307036730082,-0.42323483014631885,-0.49028993084443895,-0.4209724604872157,-0.36361836918488016,-0.1556409646109,-0.16176559763775822,-0.15590804320436025,-0.1496968086557072
116,ngc_1261,48.067543,-55.216225,NGC 1261,,1,1,0.68,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.074,0.025,0.025,Baumgardt2021MNRAS.505.5957B,8.28,0.04,0.04,Baumgardt2020PASA...37...46B,71.34,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,1.5957,0.0249,0.0249,-2.0642,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.27,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,10.83,0.42,0.42,Kruijssen2019MNRAS.486.3180K,,,,,-7.794000000000002,0.04,0.04,5.350629995663983,16.39834427626538,0.18771029471333733,0.18988387748507662,3.243657794292505,3.243657794292505,18.331788283292322,-1.27,,,spectroscopic,270.5387152952396,-52.124351283098136,1.6845032117254186,1.6021544413015187,1.9649474964070675,2.1773530199534084,20.40137523007656,20.188947933116346,20.398721591069403,20.602193587345297,0.8474587989638523,0.8074590969374392,0.8243240129448369,0.8543211334521615,0.8826077561856481,0.878407222003951,0.8812127437461086,0.8841988993698547,0.5082971785356348,0.4708998638007869,0.5083819108397666,0.547624948647699,-0.06458462037228481,-0.06516769627667311,-0.0645704964636549,-0.0639982636372244
117,palomar_6,265.925812,-26.224995,Palomar 6,,1,1,1.11,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.24,0.138,0.138,Baumgardt2021MNRAS.505.5957B,7.1,0.06,0.06,Baumgardt2020PASA...37...46B,174.3,1.6,1.6,,,,,Souza2021A&A...656A..78S,-9.2219,0.0384,0.0384,-5.3466,0.0361,0.0361,Vasiliev2021MNRAS.505.5978V,-1.1,0.09,,,,,,Souza2021A&A...656A..78S,,,,,,,,,,,,,,,12.5,0.9,,Souza2021A&A...656A..78S,,,,,-7.140000000000001,0.06,0.06,5.0890299956639815,7.046930689671467,0.43390819485379417,0.46237873486917636,2.2753546398501348,2.2753546398501348,18.215858566552566,-1.1,0.09,,spectroscopic,2.090000520291625,1.778803401058778,0.2900532907304062,0.21393144816010456,0.35129861446531985,0.4503325249246596,2.8731145472884525,2.641415286705188,2.877546730407328,3.1394924600752105,0.8166058169634962,0.7491171223131178,0.782274660947897,0.8467247779647354,0.28207634379164126,0.17706786542187306,0.2664685796762982,0.37506136600069595,0.023193470528915936,-0.005677889644695779,0.02237535111848762,0.030876292408534255,-0.1747602338869449,-0.1795634181787948,-0.17463722956472183,-0.1690052635090988
118,ngc_6273,255.657486,-26.267971,NGC 6273,,1,1,1.3,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.607,0.043,0.043,Baumgardt2021MNRAS.505.5957B,5.71,0.04,0.04,Baumgardt2020PASA...37...46B,145.54,0.59,0.59,,,,,Baumgardt2018MNRAS.478.1520B,-3.2487,0.0256,0.0256,1.6604,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.74,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.9,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,-8.896999999999998,0.04,0.04,5.791829995663981,8.34449387082842,0.1636142913709513,0.16688651119533837,3.155509336599585,3.155509336599585,17.168960406108432,-1.74,,,spectroscopic,356.8688684848009,9.382336303910114,0.5860363527205552,0.4329485911865239,0.6688456077618474,0.9016323001775864,4.10368293802764,4.006272775404258,4.094455398737869,4.217637712786316,0.7500761489598414,0.6518672737939715,0.7200401143550558,0.804036353234607,0.24550158532333624,0.18967450177503503,0.23000908793290176,0.27204316170951504,0.10620548751577313,0.07276511647837021,0.10561756815985406,0.14153044306656837,-0.14486131375598704,-0.1461834365888031,-0.14486976674044477,-0.14321913924264162
119,ngc_4833,194.891342,-70.876503,NGC 4833,,1,1,1.73,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.058,0.028,0.028,Baumgardt2021MNRAS.505.5957B,6.2,0.03,0.03,Baumgardt2020PASA...37...46B,201.99,0.4,0.4,,,,,Baumgardt2018MNRAS.478.1520B,-8.3774,0.0249,0.0249,-0.9631,0.0245,0.0245,Vasiliev2021MNRAS.505.5978V,-1.85,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.68,0.6,0.6,Kruijssen2019MNRAS.486.3180K,,,,,-7.858,0.03,0.03,5.376229995663981,6.480372941922908,0.08302458709642568,0.08410207759408994,3.2611608524518565,3.2611608524518565,18.279474080419433,-1.85,,,spectroscopic,303.6040164976515,-8.015362214247638,0.4078260019974062,0.4486012843468045,0.5464112590332332,0.5927972225579173,8.300048383214559,7.970398012188918,8.056770528597195,8.127600769630924,0.9063316754568735,0.8632339477354667,0.8732878478684138,0.8939628726809119,0.8368223937191689,0.8547380700267521,0.8621924368251384,0.8688241352520317,-0.17901684265276827,-0.1978145772516459,-0.17917186457154713,-0.16281936438338823,-0.11740945715692379,-0.11804209560906481,-0.11737935010080103,-0.1167020634295255
120,ngc_6121,245.896744,-26.525749,NGC 6121,,1,1,4.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,11.337,0.019,0.018,Baumgardt2021MNRAS.505.5957B,4.32,0.04,0.04,Baumgardt2020PASA...37...46B,71.21,0.15,0.15,,,,,Baumgardt2018MNRAS.478.1520B,-12.514,0.0231,0.0231,-19.022,0.0227,0.0227,Vasiliev2021MNRAS.505.5978V,-1.16,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.18,0.45,0.45,Kruijssen2019MNRAS.486.3180K,,,,,-7.0169999999999995,0.04,0.04,5.039829995663982,1.8509726429316478,0.016125035176108637,0.01540704790302172,2.5036814412211417,2.5036814412211417,18.5465071882179,-1.16,,,spectroscopic,350.9729293777616,15.972183150613818,0.3523341528949354,0.3430780643695745,0.3607628344677063,0.390331498746895,6.498412358001263,6.481042396087083,6.487143199830042,6.488869618282368,0.8971399241427065,0.886518319858401,0.8946538598693256,0.8994563694403845,0.9627573981574911,0.9628295134113831,0.9641494917701096,0.966735665479457,-0.14511501625822257,-0.1563101170179592,-0.14482555428040633,-0.13395783124562358,-0.13116220487640412,-0.13134313649089532,-0.13116858424185088,-0.13098010447798453
121,glimpse_02,274.6270833,-16.97722222,Glimpse 2,,1,0,1.73,,,,,,,,,,Kurtev2008A&A...489..583K,13.3,0.3,0.308,Kurtev2008A&A...489..583K,7.1,,,Strader2008AJ....136.2102S,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,15.0,,,Kurtev2008A&A...489..583K,,,,,,,,,,,,-0.33,0.14,0.14,Kurtev2008A&A...489..583K,-6.200000000000001,,,4.713029995663982,4.570881896148752,0.5898101906137785,0.6965629871703092,2.3002350689523867,2.3002350689523867,19.179474080419435,-0.33,0.14,0.14,photometric,14.127688670317795,-0.6452140402166255,,,,,,,,,,,,,,,,,,,,,,,,
122,ngc_5824,225.994156,-33.068138,NGC 5897,sagittarius_1,1,1,0.49,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.506,0.041,0.041,Baumgardt2021MNRAS.505.5957B,8.4,0.07,0.07,Baumgardt2020PASA...37...46B,-25.24,0.52,0.52,,,,,Baumgardt2018MNRAS.478.1520B,-1.1892,0.026,0.026,-2.2338,0.0257,0.0257,Vasiliev2021MNRAS.505.5978V,-1.91,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.53,0.01,0.01,3.82,0.05,0.05,Munoz2018ApJ...860...66M,12.8,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,-9.106,0.07,0.07,5.875429995663982,31.710274389478915,0.593111018418714,0.6044160553199625,4.519831007592474,4.519831007592474,17.74022413351893,-1.91,,,spectroscopic,332.5549408382846,22.070537528376985,15.709769797407576,14.454852339104118,15.705228060984677,16.924227967975003,34.45870324860326,32.83212932810375,34.40098896738404,36.152184900826754,0.3737194359892226,0.3614430825189536,0.37380224598541517,0.3896906699088976,0.5242895269078621,0.47423802682038735,0.5252997956204174,0.5714121245764339,-2.863443125616029,-3.086219841213167,-2.860545694430587,-2.629120414384677,-0.028778043719228028,-0.03152474283830483,-0.028837829371104295,-0.026214425493957617
123,ngc_6681,280.803162,-32.29211,NGC 6681,,1,1,0.79,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.857,0.025,0.025,Baumgardt2021MNRAS.505.5957B,7.7,0.04,0.04,Baumgardt2020PASA...37...46B,216.62,0.84,0.84,5.2,0.5,,,Baumgardt2018MNRAS.478.1520B,1.4307,0.0267,0.0267,-4.7438,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-1.62,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.77,0.48,0.48,Kruijssen2019MNRAS.486.3180K,,,,,-7.156999999999999,0.04,0.04,5.095829995663981,9.362676114879118,0.10717366724476918,0.10841467982248432,2.151558745865874,2.151558745865874,18.077379166309697,-1.62,,,spectroscopic,2.8529288505530936,-12.509864825925115,0.35764017284894656,0.3508534587695696,0.4722831434472645,0.6070324130312011,5.6152029319459285,5.459565584479731,5.614958344930292,5.765340939897383,0.880244578143417,0.805044100740654,0.8436914889552112,0.8837920395564274,0.3818571848157497,0.3518114475176123,0.36731298143884705,0.38456610930481544,-0.005394509222700244,-0.010537060635140044,-0.005148820731085957,-0.00015930480588992167,-0.13034263119967507,-0.13149836101883344,-0.1302745571032513,-0.1290967809115106
124,ngc_6402,264.400651,-3.245916,NGC 6402,,1,1,1.33,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.806,0.06,0.06,Baumgardt2021MNRAS.505.5957B,6.02,0.06,0.06,Baumgardt2020PASA...37...46B,-60.71,0.45,0.45,,,,,Baumgardt2018MNRAS.478.1520B,-3.5899,0.0254,0.0254,-5.0588,0.0255,0.0255,Vasiliev2021MNRAS.505.5978V,-1.28,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-8.786,0.06,0.06,5.747429995663982,9.145343031204598,0.24923598711231065,0.2562186568310949,3.538162361134259,3.538162361134259,17.52850184457728,-1.28,,,spectroscopic,21.323874211150457,14.804409613039471,0.6244454843955122,0.6077851718475703,0.6454590320599096,0.780868323123015,85.12996570452215,4.0989491059498615,5.247261218109189,7.535711764422862,0.9854364230192229,0.7154301687729467,0.7749837046160266,0.8408085032022244,0.03972861529490175,0.4788017365405435,0.7251794142837287,1.0,-0.16393188779304066,-0.1897602559979733,-0.16393318990704514,-0.14185692607003164,-0.14838542726125664,-0.15027523484693067,-0.14832064291651156,-0.14631743785601134
125,ngc_1851,78.52816,-40.046555,NGC 1851,,1,1,0.5,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.387,0.024,0.024,Baumgardt2021MNRAS.505.5957B,7.01,0.04,0.04,Baumgardt2020PASA...37...46B,321.4,1.55,1.55,,,,,Baumgardt2018MNRAS.478.1520B,2.1452,0.024,0.024,-0.6496,0.0242,0.0242,Vasiliev2021MNRAS.505.5978V,-1.18,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,10.49,0.58,0.58,Kruijssen2019MNRAS.486.3180K,,,,,-8.377,0.04,0.04,5.583829995663982,11.95088314736272,0.13135878916104637,0.13281867290654858,1.738185495354851,1.738185495354851,16.394093754450108,-1.18,,,spectroscopic,244.5132288744545,-35.03598346219574,0.9352116076951819,0.9720260219936036,1.2589779126424754,1.503627633507618,20.388470735779713,20.173216712606447,20.348075131185162,20.513294115505385,0.9122842300282759,0.8617667934565294,0.8838381548083001,0.9090428900129295,0.8031355654853647,0.7976157986260793,0.8021458708358369,0.8060034339170344,0.3521571939672205,0.33008471060487904,0.3526131341838673,0.37500768785954725,-0.06544152098003111,-0.06583357247062456,-0.06542283562973765,-0.06499394998454827
126,ngc_6101,246.450485,-72.202194,NGC 6101,,1,1,2.28,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.799,0.028,0.028,Baumgardt2021MNRAS.505.5957B,8.52,0.03,0.03,Baumgardt2020PASA...37...46B,366.33,0.32,0.32,,,,,Baumgardt2018MNRAS.478.1520B,1.7558,0.0241,0.0241,-0.2577,0.0245,0.0245,Vasiliev2021MNRAS.505.5978V,-1.98,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.6,0.53,0.53,Kruijssen2019MNRAS.486.3180K,,,,,-7.279,0.03,0.03,5.144629995663982,14.447742743801008,0.18510013027484895,0.18750235398304937,9.582105853696993,9.582105853696993,21.198917664697362,-1.98,,,spectroscopic,317.74609881826234,-15.82482964925,9.959349114545004,9.835737975433581,9.967066821540115,10.099747928492535,33.47286069169329,32.480473831531974,33.47731161575391,34.51963526890669,0.5413841865759953,0.5347203206373456,0.5412169588268891,0.5475734045072719,0.018660229024007043,0.01742473738988329,0.018417354951038002,0.019384476409357213,2.9789982896611362,2.9266408977966973,2.9818447213803783,3.033925833565345,-0.03461201581096497,-0.03590828258390666,-0.034571346059174335,-0.03327671687336771
