,key,ra,dec,name,host,confirmed_real,confirmed_star_cluster,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,rhalf_physical,rhalf_sph_physical,surface_brightness_rhalf,metallicity,metallicity_em,metallicity_ep,metallicity_type,ll,bb,peri,peri16,peri50,peri84,apo,apo16,apo50,apo84,ecc,ecc16,ecc50,ecc84,fperi,fperi16,fperi50,fperi84,Lz,Lz16,Lz50,Lz84,E,E16,E50,E84
0,patchick_99,273.9458333,-29.81277778,Patchick 99,MW,0,0,1.87,,,,,,,,,,Garro2021A&A...649A..86G,14.13,0.13,0.13,Butler2024arXiv240113825B,8.82,,,Garro2021A&A...649A..86G,-92.0,10.0,10.0,,,,,Butler2024arXiv240113825B,-2.98,1.74,1.74,-5.49,2.02,2.02,Garro2021A&A...649A..86G,-0.75,0.3,0.3,,,,,Butler2024arXiv240113825B,1.2,,,10.0,,,Garro2021A&A...649A..86G,,,,,,,,10.0,2.0,2.0,Garro2021A&A...649A..86G,-0.2,0.2,0.2,Garro2021A&A...649A..86G,-5.3100000000000005,,,4.357029995663981,6.698846094165265,0.3892726493633356,0.41328904236803066,3.643910686658517,3.643910686658517,21.068451566589438,-0.75,0.3,0.3,spectroscopic,2.488526787698302,-6.14534267768156,0.14143777971976218,0.20165782307730346,0.3660972311825498,0.682836311836014,2709.6887832588754,1.4915030123036837,1.992230514592935,2.6635977630449754,0.9998956113348936,0.4635842772668104,0.6698425795423635,0.8611940137799983,0.0005206802623511634,0.49679932096416946,0.7851497754112318,0.912691488767877,-0.020393196007236013,-0.1148753333654898,-0.021918133725466638,0.055560742413373464,-0.19287522159596293,-0.19565746429899622,-0.18967339179565695,-0.18165550777205133
1,gran_1,269.651,-32.02,ESO 456-29,MW,1,1,0.86,0.04,0.04,,,,,,,,Gran2022MNRAS.509.4962G,14.5,,,Gran2022MNRAS.509.4962G,9.14,,,Gran2022MNRAS.509.4962G,76.98,3.62,3.62,,,,,Gran2024A&A...683A.167G,-8.1628,0.0377,0.0377,-8.0453,0.0364,0.0364,Vasiliev2021MNRAS.505.5978V,-1.13,0.06,0.06,,,,,Gran2024A&A...683A.167G,,,,,,,,,,,,,,,,,,,-1.19,,,Gran2022MNRAS.509.4962G,-5.359999999999999,,,4.377029995663981,7.943282347242813,,,1.9871221687073388,1.9871221687073388,19.701735959001294,-1.13,0.06,0.06,spectroscopic,358.76705586017647,-3.976656695175013,0.13143369643436048,0.1369514503148885,0.16191915307183477,0.20294274046341665,1.7300580801687229,1.6927119267989177,1.7338126267158422,1.772011342571147,0.8587867020565566,0.7907878276272459,0.8296932425032529,0.853812039600825,0.2817552088297976,0.247075859826145,0.26612131092439734,0.2783740046655946,0.03019659987269076,0.029586125131886114,0.0302078021520569,0.03084310768950843,-0.1895284068617777,-0.18992696438178788,-0.1895092389959495,-0.1891073871789483
2,fsr_1776,268.5595,-36.1524,FSR 1776,MW,1,1,,,,,,,,,,,Minniti2017RNAAS...1...16M,14.3,,,Dias2022A&A...657A..67D,,,,,-103.7,0.4,0.4,,,,,Dias2022A&A...657A..67D,-2.3,1.1,1.1,-2.6,0.8,0.8,Dias2022A&A...657A..67D,0.02,0.01,0.01,0.14,,,,Dias2022A&A...657A..67D,,,,,,,,,,,,,,,10.0,1.0,1.0,Dias2022A&A...657A..67D,0.2,0.2,0.2,Dias2022A&A...657A..67D,,,,,7.244359600749906,,,,,,0.02,0.01,0.01,spectroscopic,354.7200535319854,-5.250039778602263,1.072027337360249,1.0026498481933341,1.0621642490869394,1.091665040558387,1.4575542071169265,1.3194042167758695,1.4795578677672725,1.8914841600837888,0.15240736974793193,0.11515085542466544,0.16828694218139356,0.300965699701894,0.44554856724076564,0.26351810176568313,0.4186703159142455,0.7179278236407465,-0.17285181017435605,-0.19824939258445415,-0.1722784331059951,-0.1496812427179912,-0.18844416648517456,-0.19084747889015166,-0.18761198245893007,-0.18376420523328948
3,patchick_122,145.6279167,-52.42805556,Patchick 122,MW,1,1,,,,,,,,,,,,13.72,0.05,0.05,Garro2022A&A...659A.155G,,,,,98.68,3.43,3.43,,,,,Garro2023A&A...669A.136G,-3.72,0.12,0.12,3.81,0.12,0.12,Garro2022A&A...659A.155G,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,0.2,0.2,Garro2022A&A...659A.155G,,,,,5.546257129579111,0.12624822556287274,0.12918892450636665,,,,-0.5,0.2,0.2,photometric,276.3397854947339,0.40623323083114626,4.724579752711407,4.532136143104361,4.7392688386291155,4.921439976711439,9.300690903724318,9.218789455122275,9.297720536907576,9.378929356835124,0.32627613848671694,0.3099835904080938,0.32483216212656796,0.34254702109211416,0.9818242834292341,0.975716417097985,0.9824851739099849,0.9877052573045285,-1.555344540422755,-1.5977344814243888,-1.5560618904110193,-1.5119309364926532,-0.09623600403250161,-0.09725709558423624,-0.09621016019978365,-0.09522311810629354
4,vvv_cl001,268.6770833,-24.01472222,VVV CL0001,MW,1,1,1.0,,,,,,,,,,Minniti2011A&A...527A..81M,14.58,,,OlivaresCarvajal2022MNRAS.513.3993O,8.03,0.5,0.5,Baumgardt2020PASA...37...46B,-324.9,0.8,0.8,,,,,OlivaresCarvajal2022MNRAS.513.3993O,-3.4875,0.1437,0.1437,-1.6523,0.1075,0.1075,Vasiliev2021MNRAS.505.5978V,-2.04,0.02,0.02,,,,,OlivaresCarvajal2022MNRAS.513.3993O,,,,,,,,,,,,,,,,,,,,,,,-6.550000000000001,0.5,0.5,4.853029995663982,8.241381150130021,,,2.397320599692766,2.397320599692766,18.91924368683472,-2.04,0.02,0.02,spectroscopic,5.267475110546731,0.7797326094471301,0.7865192204267466,0.7893033740850917,0.7919981097878332,0.7919981097878332,3.3715316219377938,3.327374281229897,3.3677116234298197,3.410374601046035,0.6216885025006188,0.6158590697591478,0.6194629528368294,0.6234464363242253,0.0021194828148151275,0.0,0.0,0.0010461337562009245,0.2500848453894705,0.24856402954711296,0.2500597227045732,0.25145764358044376,-0.16546765907140798,-0.16610415517222996,-0.16545489400043867,-0.16473678831053387
5,fsr_19,263.91,-21.07,FSR 19,MW,0,0,0.9,0.07,0.07,,,,,,,,Obasi2021A&A...654A..39O,14.29,0.08,0.08,Obasi2021A&A...654A..39O,9.67,,,Obasi2021A&A...654A..39O,,,,,,,,,-2.5,0.76,0.76,-5.02,0.47,0.47,Obasi2021A&A...654A..39O,,,,,,,,,1.32,0.17,0.17,2.54,0.23,0.23,Obasi2021A&A...654A..39O,,,,,,,,11.0,,,Obasi2021A&A...654A..39O,-0.5,,,Obasi2021A&A...654A..39O,-4.619999999999999,,,4.081029995663981,7.21107479182899,0.26083161594102755,0.27062021328254726,1.8878549658747084,1.8878549658747084,20.330456245668287,-0.5,,,photometric,5.498643206877241,6.070785725277691,,,,,,,,,,,,,,,,,,,,,,,,
6,fsr_1716,242.625,-53.7489,FSR 1716,MW,1,1,1.71,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.355,,,Baumgardt2021MNRAS.505.5957B,9.57,0.11,0.11,Baumgardt2020PASA...37...46B,-30.3,1.2,1.2,2.5,0.9,0.9,,Koch2017A&A...605A.128K,-4.3537,0.0334,0.0334,-8.8318,0.0312,0.0312,Vasiliev2021MNRAS.505.5978V,-1.38,0.2,0.2,,,,,Koch2017A&A...605A.128K,,,,,,,,,,,,,,,,,,,,,,,-4.785,0.11,0.11,4.147029995663981,7.430191378967013,,,3.695917153063756,3.695917153063756,21.624224120950025,-1.38,0.2,0.2,spectroscopic,329.778083417266,-1.592579615084796,2.1844938726783942,2.175441659690651,2.2002054226961234,2.2205512380856853,4.944664110646625,4.9148429094135135,4.934986264186669,4.955165181243404,0.3871663728625768,0.37923071302195116,0.3835109133327442,0.3880943696144043,0.6812376267984521,0.6760383816574489,0.6814111538193018,0.688981305648894,-0.6439728097249926,-0.6486107147880105,-0.6437137597967881,-0.6386661919531456,-0.13471473040619955,-0.13497578748863068,-0.1347209587451747,-0.13448212291214443
7,eso_93_sc08,169.925,-65.22,ESO 93-SC08,MW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0679,0.0329,0.0329,1.4002,0.0338,0.0338,Vasiliev2021MNRAS.505.5978V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.508181091989,-4.040437832136612,,,,,,,,,,,,,,,,,,,,,,,,
8,gaia_2,28.124,53.04,Gaia 2,MW,0,0,1.9,0.34,0.4,,,,0.18,0.12,0.2,,Koposov2017MNRAS.470.2702K,13.6,0.1,0.1,Koposov2017MNRAS.470.2702K,11.6,0.1,0.1,Koposov2017MNRAS.470.2702K,-54.36,3.76,3.76,,,,,Garro2023A&A...669A.136G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,2.0,Koposov2017MNRAS.470.2702K,-0.6,,,Koposov2017MNRAS.470.2702K,-2.0,0.1,0.1,3.0330299956639815,5.248074602497724,0.23620226622499896,0.24733413607851862,2.9005457381228004,2.6265558769485033,23.667546202501676,-0.6,,,photometric,132.14778089451616,-8.735721566866111,,,,,,,,,,,,,,,,,,,,,,,,
9,garro_2,271.475,-17.7,Garro 2,MW,0,0,1.58,0.47,0.44,,,,,,,,Garro2022A&A...662A..95G,13.74,0.31,0.31,Garro2022A&A...662A..95G,8.3,1.23,1.23,Garro2022A&A...662A..95G,,,,,,,,,-6.07,0.62,0.62,-6.15,0.75,0.75,Garro2022A&A...662A..95G,-1.3,0.2,,,,,,Garro2022A&A...662A..95G,1.25,0.27,0.27,7.13,3.83,3.83,Garro2022A&A...662A..95G,,,,,,,,12.0,2.0,2.0,Garro2022A&A...662A..95G,-1.3,0.2,0.2,Garro2022A&A...662A..95G,-5.4399999999999995,1.23,1.23,4.409029995663981,5.5975760149511045,0.7446910133298941,0.8589662753954519,2.5726647985777498,2.5726647985777498,20.182529029956733,-1.3,0.2,,spectroscopic,12.047776175166753,1.64609957979997,,,,,,,,,,,,,,,,,,,,,,,,
10,mercer_5,275.8291667,-13.66722222,Mercer 5,MW,0,0,,,,,,,,,,,Longmore2011MNRAS.416..465L,13.688,,,Baumgardt2021MNRAS.505.5957B,,,,,,,,,,,,,-3.9647,0.114,0.114,-7.2199,0.1106,0.1106,Vasiliev2021MNRAS.505.5978V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.465123745198722,,,,,,,,,,17.593581877397558,-0.10861790317211459,,,,,,,,,,,,,,,,,,,,,,,,
11,fsr_25,265.43,-19.571,FSR 25,MW,0,0,0.87,0.17,0.19,,,,,,,,Obasi2021A&A...654A..39O,14.23,0.06,0.06,Obasi2021A&A...654A..39O,10.02,,,Obasi2021A&A...654A..39O,,,,,,,,,-2.61,1.27,1.27,-5.23,0.74,0.74,Obasi2021A&A...654A..39O,,,,,,,,,0.92,0.28,0.28,3.27,0.85,0.85,Obasi2021A&A...654A..39O,,,,,,,,11.0,,,Obasi2021A&A...654A..39O,-0.5,,,Obasi2021A&A...654A..39O,-4.210000000000001,,,3.917029995663982,7.014552984199714,0.1911660427830162,0.19652180762928406,1.7751921543832425,1.7751921543832425,20.60683996481697,-0.5,,,photometric,7.534321351748232,5.649087710062132,,,,,,,,,,,,,,,,,,,,,,,,
12,bh_140,193.473,-67.177,BH 140,MW,1,1,4.45,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.41,,,Baumgardt2021MNRAS.505.5957B,7.29,0.12,0.12,Baumgardt2020PASA...37...46B,,,,,,,,,-14.848,0.0244,0.0244,1.2241,0.0243,0.0243,Vasiliev2021MNRAS.505.5978V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.12,0.12,0.12,4.681029995663981,4.808393484497285,,,6.224237104330772,6.224237104330772,21.421042590142278,,,,,303.1705715491275,-4.306389568316783,,,,,,,,,,,,,,,,,,,,,,,,
13,patchick_126,256.4108333,-47.34222222,Patchick 126,MW,1,1,0.48,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.66,0.02,0.02,Garro2022A&A...659A.155G,11.02,0.3,0.3,Baumgardt2020PASA...37...46B,-123.56,2.86,2.86,,,,,Garro2023A&A...669A.136G,-4.75,0.46,0.46,-6.68,0.62,0.62,Garro2022A&A...659A.155G,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,0.3,0.3,Garro2022A&A...659A.155G,-3.6400000000000006,0.3,0.3,3.6890299956639816,8.55066712884683,0.07839298744086776,0.07911834882287216,1.1938983571234194,1.1938983571234194,20.315449920848394,-0.7,0.3,0.3,photometric,340.3805403390072,-3.826274509925672,2.6497930413413373,2.5441154964754444,2.648631483522963,2.744756448067601,3.302578127274686,3.0159746240599614,3.310586371742952,3.6878999822750513,0.10966807469520196,0.05207835734365429,0.11099594213686491,0.18017805972583023,0.41572996713548854,0.30872611145946055,0.40608014847987917,0.6793897213862842,-0.6374991871052388,-0.6668064649086863,-0.637887268706196,-0.6107819702292867,-0.14882432719597022,-0.15097614538361515,-0.14854460745879183,-0.14531796573494016
14,gran_5,267.228,-24.17,Gran 5,MW,1,1,0.94,0.04,0.04,,,,,,,,Gran2022MNRAS.509.4962G,13.25,,,Gran2022MNRAS.509.4962G,8.07,0.2,0.2,Baumgardt2020PASA...37...46B,-59.19,4.93,4.93,,,,,Gran2024A&A...683A.167G,-5.32,,,-9.2,,,Gran2022MNRAS.509.4962G,-1.02,0.11,0.11,,,,,Gran2024A&A...683A.167G,,,,,,,,,,,,,,,,,,,-1.56,,,Gran2022MNRAS.509.4962G,-5.18,0.2,0.2,4.305029995663982,4.466835921509631,,,1.221388905634936,1.221388905634936,18.82488296196237,-1.02,0.11,0.11,spectroscopic,4.459201129767217,1.8385447685873675,1.1566551785013444,0.28305809564046547,1.0418799653317392,1.3133665746383711,1112.5841427753119,36.96616681299142,184.39471361194802,447.6849952478156,0.9979229365025932,0.9709944574134394,0.9896006050668509,0.9946523103280801,0.002170328406549582,0.005114672065498733,0.01386430726863733,0.08582158114400032,-0.0013154700066354704,-0.004511927496230864,-0.0013357720418173305,0.0016356339190475243,-0.16637596575060015,-0.1665198071057519,-0.16637696277203864,-0.1662196936928898
15,pfleiderer_2,269.6667,-5.075,Pfleiderer 2,MW,0,0,1.24,0.13,0.13,,,,,,,,Ortolani2009AJ....138..889O,16.07,,,Ortolani2009AJ....138..889O,13.57,,,Ortolani2009AJ....138..889O,,,,,,,,,-2.7837,0.034,0.034,-4.1576,0.0313,0.0313,Vasiliev2021MNRAS.505.5978V,,,,,,,,,1.18,0.16,0.16,4.8,0.7,0.7,Ortolani2009AJ....138..889O,,,,,,,,10.0,2.0,2.0,Ortolani2009AJ....138..889O,0.0,,,Ortolani2009AJ....138..889O,-2.5,,,3.2330299956639816,16.3681652142781,,,5.904019760324157,5.904019760324157,24.926352079719475,0.0,,,photometric,22.28073197264701,9.3222978800634,,,,,,,,,,,,,,,,,,,,,,,,
16,vvv_cl160,271.738,-20.015,VVV CL160,MW,1,1,2.2,,,,,,,,,,Minniti2021A&A...650L..11M,13.01,0.1,0.1,Minniti2021A&A...650L..11M,8.19,0.5,0.5,Baumgardt2020PASA...37...46B,245.3,0.81,0.81,,,,,Garro2023A&A...669A.136G,-2.3,0.1,0.1,-16.8,0.1,0.1,Minniti2021A&A...650L..11M,,,,,,,,,0.38,,,50.0,,,Minniti2021A&A...650L..11M,,,,,,,,12.0,,,Minniti2021A&A...650L..11M,-1.4,0.2,0.2,Minniti2021A&A...650L..11M,-4.82,0.5,0.5,4.161029995663982,3.9994474976109737,0.18000478921050966,0.18848815356820836,2.5594626601118495,2.5594626601118495,20.79135685575706,-1.4,0.2,0.2,photometric,10.147777146204911,0.29985756772795535,0.66220304040771,0.6771232660416886,0.73037593058546,0.8388614061092967,10.179737042640507,10.033209196872233,10.153679092507955,10.318140464314931,0.8778441800387571,0.8477998197125797,0.8661151300282139,0.8747904650547376,0.3637175965187794,0.3438917245093316,0.3579361701568775,0.37119122449878433,-0.14065675133021052,-0.1813940711795548,-0.139331125432562,-0.09935320719523005,-0.10365564439780982,-0.10446890997034222,-0.10364969732619338,-0.10274343914036765
17,gran_4,278.113,-23.114,Gran 4,MW,1,1,2.2,0.4,0.5,,,,,,,,Pace2023MNRAS.526.1075P,16.84,,,Gran2022MNRAS.509.4962G,10.39,,,Gran2022MNRAS.509.4962G,-266.4,0.2,0.2,1.4,0.2,0.2,,Pace2023MNRAS.526.1075P,0.51,0.01,0.01,-3.51,0.01,0.01,Pace2023MNRAS.526.1075P,-1.84,0.02,0.02,,,,0.1,Pace2023MNRAS.526.1075P,1.4,0.4,0.5,,,,Pace2023MNRAS.526.1075P,,,,,,,,,,,,-2.4,,,Gran2022MNRAS.509.4962G,-6.449999999999999,,,4.813029995663981,23.334580622810044,,,14.933059586137158,14.933059586137158,22.991356855757065,-1.84,0.02,0.02,spectroscopic,10.196415713236782,-6.388517430242335,9.251520367998161,9.230538019715322,9.280647663125691,9.316093742481096,39.88066224625056,39.649032104690875,39.87658867565514,40.115729045548015,0.6234028339170445,0.6208566932278801,0.6228110885694746,0.6244322004938647,0.20723446301931084,0.2051928280805724,0.20605970904392706,0.20935546717674797,-1.1321737420453428,-1.1506099094118012,-1.1334491678256682,-1.1149940733816046,-0.027973453690836404,-0.028227612759685092,-0.027952089582177826,-0.02769053851654029
18,garro_1,212.25,-65.62,Garro 1,MW,1,1,2.4,0.4,0.6,,,,,,,,Pace2023MNRAS.526.1075P,15.93,0.03,0.03,Garro2020A&A...642L..19G,10.67,1.0,1.0,Garro2020A&A...642L..19G,31.0,0.1,0.1,0.4,0.3,0.3,0.8,Pace2023MNRAS.526.1075P,-4.35,0.02,0.02,-1.09,0.02,0.02,Pace2023MNRAS.526.1075P,-0.3,0.03,0.03,,,,0.1,Pace2023MNRAS.526.1075P,1.8,0.5,0.7,,,,Pace2023MNRAS.526.1075P,,,,,,,,11.0,1.0,1.0,Garro2020A&A...642L..19G,-0.7,0.2,0.2,Garro2020A&A...642L..19G,-5.26,1.0,1.0,4.337029995663982,15.34616982799294,0.2105573436308692,0.21348648805781067,10.713647642747548,10.713647642747548,23.460299603856782,-0.3,0.03,0.03,spectroscopic,310.82776382117055,-3.9442655964010966,9.473905141330153,9.038013544250562,9.490749541014623,9.912793317101329,12.446806280894723,12.19265575964039,12.450669583999488,12.719814173964188,0.1356206503658644,0.12321289334676758,0.13453147659470557,0.1488458312825993,0.7840726490783722,0.7394171382422804,0.7838160806983457,0.8189757099933109,-2.549490970978662,-2.6337616825364885,-2.552511362756298,-2.466906738919594,-0.07193257988334552,-0.07361316057316517,-0.07185875185413457,-0.07026707293574452
19,ferrero_54,128.45125,-44.44694444,Ferrero 54,MW,1,1,,,,,,,,,,,,14.27,0.03,0.03,Garro2022A&A...659A.155G,,,,,56.06,3.17,3.17,,,,,Garro2023A&A...669A.136G,-1.33,0.27,0.27,1.31,0.34,0.34,Garro2022A&A...659A.155G,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,0.2,0.2,Garro2022A&A...659A.155G,,,,,7.1449632607551345,0.09803257108366736,0.0993963399947635,,,,-0.2,0.2,0.2,photometric,262.80294510673866,-2.5707792057810592,6.4701620722336415,5.97861096771279,6.4864807864411915,7.051864435352624,12.557721444105574,12.377554948696744,12.564358508875827,12.752844324478872,0.3199283497108102,0.27764830842563887,0.3185734326129245,0.3569174109162974,0.8054856020081392,0.7854024158848785,0.8032349232566709,0.8218611425856668,-2.1015250234406397,-2.2016800889916257,-2.101145391651352,-2.0039293909511318,-0.07905951707929268,-0.08013031695315094,-0.07895561199425785,-0.07775974678037663
20,minni_48,263.325,-28.00055556,Minni 48,MW,0,0,6.0,1.0,1.0,,,,,,,,Minniti2021A&A...652A.129M,14.62,0.08,0.08,Minniti2021A&A...652A.129M,8.12,0.8,0.8,Minniti2021A&A...652A.129M,,,,,,,,,-3.5,0.5,0.5,-6.0,0.5,0.5,Minniti2021A&A...652A.129M,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,2.0,Minniti2021A&A...652A.129M,-0.2,0.3,0.3,Minniti2021A&A...652A.129M,-6.5,0.8,0.8,4.833029995663981,8.394599865193973,0.303640873410151,0.3150360343668339,14.651340703510696,14.651340703510696,22.8999977951085,-0.2,0.3,0.3,photometric,359.3513594058354,2.79018748242119,,,,,,,,,,,,,,,,,,,,,,,,
21,ryu_879,281.367375,-5.192583333,Ryu 879,MW,0,0,0.47,0.01,0.01,,,,,,,,Ryu2018ApJ...863L..38R,16.0,0.3,0.3,Ryu2018ApJ...863L..38R,7.97,0.33,0.33,Ryu2018ApJ...863L..38R,,,,,,,,,-2.3957,0.0771,0.0771,-1.794,0.0692,0.0692,Vasiliev2021MNRAS.505.5978V,,,,,,,,,0.21,0.01,0.01,0.9,0.1,0.1,Ryu2018ApJ...863L..38R,,,,,,,,,,,,-2.1,0.3,0.3,Ryu2018ApJ...863L..38R,-8.030000000000001,0.33,0.33,5.445029995663982,15.84893192461114,2.045089278582303,2.3480766614886868,2.1668256859030977,2.1668256859030977,17.21973302423089,-2.1,0.3,0.3,photometric,27.630970617272446,-1.04219703814988,,,,,,,,,,,,,,,,,,,,,,,,
22,gaia_1,101.47,-16.75,Gaia 1,MW,1,1,6.5,0.4,0.4,,,,,,,,Koposov2017MNRAS.470.2702K,13.25,,,Simpson2017MNRAS.471.4087S,8.3,0.1,0.1,Koposov2017MNRAS.470.2702K,58.3,0.22,0.22,0.94,0.15,0.15,,Simpson2017MNRAS.471.4087S,,,,,,,,-0.13,0.13,0.13,,,,,Simpson2017MNRAS.471.4087S,,,,,,,,,,,,,,,3.5,,,Simpson2017MNRAS.471.4087S,-0.7,,,Koposov2017MNRAS.470.2702K,-4.949999999999999,0.1,0.1,4.213029995663981,4.466835921509631,,,8.445774347475622,8.445774347475622,23.253807943611495,-0.13,0.13,0.13,spectroscopic,227.33827931939535,-8.747376847205576,,,,,,,,,,,,,,,,,,,,,,,,
23,ryu_059,244.2850417,-44.59405556,Ryu 059,MW,0,0,0.55,0.03,0.03,,,,,,,,Ryu2018ApJ...863L..38R,17.3,0.3,0.3,Ryu2018ApJ...863L..38R,9.05,0.31,0.31,Ryu2018ApJ...863L..38R,,,,,,,,,1.0223,0.0553,0.0553,0.7697,0.047,0.047,Vasiliev2021MNRAS.505.5978V,,,,,,,,,0.18,0.03,0.03,0.93,0.4,0.4,Ryu2018ApJ...863L..38R,,,,,,,,,,,,-2.2,0.2,0.2,Ryu2018ApJ...863L..38R,-8.25,0.31,0.31,5.5330299956639815,28.84031503126606,3.721450716170235,4.27279711699309,4.6141191672400375,4.6141191672400375,18.641057177025765,-2.2,0.2,0.2,photometric,336.8696698199067,4.303053137229232,,,,,,,,,,,,,,,,,,,,,,,,
24,fsr_1758,262.8,-39.80833333,FSR 1758,MW,1,1,6.33,1.0,0.87,,,,,,,,Barba2019ApJ...870L..24B,15.224,,,Baumgardt2021MNRAS.505.5957B,6.8,0.06,0.06,Baumgardt2020PASA...37...46B,224.9,0.74,0.74,3.51,0.49,0.49,,RomeroColmenares2021A&A...652A.158R,-2.8815,0.0259,0.0259,2.5186,0.0255,0.0255,Vasiliev2021MNRAS.505.5978V,-1.43,0.08,0.08,,,,,RomeroColmenares2021A&A...652A.158R,3.0,0.24,0.24,46.8,13.2,13.2,Barba2019ApJ...870L..24B,,,,,,,,11.6,1.31,1.25,RomeroColmenares2021A&A...652A.158R,,,,,-8.424,0.06,0.06,5.602629995663982,11.086641389799572,,,20.414080697807613,20.414080697807613,21.696259844069566,-1.43,0.08,0.08,spectroscopic,349.2166325086512,-3.2923875854716234,3.5240045320587163,3.5323794804446025,3.566550545235212,3.5982199010381746,12.05222327286864,11.930501279527862,12.044272850895009,12.156712845286414,0.5475150240234751,0.5385279277147657,0.5435982988035521,0.5478707416004052,0.008702329435373983,0.0,0.003668278848038755,0.007690829957532444,1.159835023487048,1.1555853391917712,1.1600136634167193,1.164331440849585,-0.08755605468983903,-0.08799177507117548,-0.08754956911237971,-0.08709716263142156
25,gran_3,256.256,-35.496,Gran 3,MW,1,1,1.7,0.2,0.2,,,,,,,,Pace2023MNRAS.526.1075P,15.4,,,Gran2022MNRAS.509.4962G,11.38,,,Garro2022A&A...659A.155G,90.9,0.4,0.4,1.9,0.3,0.3,,Pace2023MNRAS.526.1075P,-3.74,0.03,0.03,0.71,0.02,0.01,Pace2023MNRAS.526.1075P,-1.83,0.04,0.03,,,,0.16,Pace2023MNRAS.526.1075P,1.1,0.2,0.3,,,,Pace2023MNRAS.526.1075P,,,,,,,,,,,,-2.33,,,Gran2022MNRAS.509.4962G,-4.02,,,3.8410299956639813,12.02264434617413,,,5.94531731138222,5.94531731138222,23.421488177969152,-1.83,0.04,0.03,spectroscopic,349.75634919030284,3.423481939786115,3.9154770509065533,3.901111242543703,3.9415612543366856,3.9633687435073344,5.061505163714853,4.996592169037547,5.027594423633111,5.05648717935475,0.12766295904448685,0.11898971130463241,0.12182449791281275,0.1243651168153857,0.4450792948599215,0.42783103516229587,0.4430715371654509,0.4789757749626318,0.6384550625244371,0.6329748044171017,0.6381100817597238,0.6433748627190292,-0.11936351716819801,-0.11959194967869666,-0.11934555027095461,-0.11911088186560469
26,vvv_cl002,256.52625,-28.84508333,VVV CL0002,MW,1,1,0.75,0.1,0.1,,,,,,,,MoniBidin2011A&A...535A..33M,14.32,0.23,0.23,MoniBidin2011A&A...535A..33M,10.92,0.3,0.3,MoniBidin2011A&A...535A..33M,-27.3,0.1,0.1,,,,,Minniti2024A&A...683A.150M,-8.8674,0.1425,0.1425,2.39,0.0852,0.0852,Vasiliev2021MNRAS.505.5978V,-0.54,0.27,0.27,,,,,Minniti2024A&A...683A.150M,,,,1.8,0.1,0.1,MoniBidin2011A&A...535A..33M,,,,,,,,,,,,-0.4,0.2,0.2,MoniBidin2011A&A...535A..33M,-3.4000000000000004,0.3,0.3,3.5930299956639815,7.311390834834172,0.734812461279966,0.8169143268068231,1.595098037099915,1.595098037099915,21.18455003058881,-0.54,0.27,0.27,spectroscopic,355.2410114675084,7.228213864444051,1.0407995073599126,0.9383102748286805,1.1980621227624135,1.6388394854993182,4.198286109179036,3.960890467931678,4.224999246752876,5.053669990636567,0.6026789468474131,0.4195200396678266,0.5754209235981185,0.6884820221561825,0.0957528858782606,0.03909401690262223,0.07820150258979927,0.09803853634958674,-0.13398113238827922,-0.23276987223033274,-0.13228132498984957,-0.044171462146415964,-0.14107322253570645,-0.14214967525297595,-0.14008316533573903,-0.13281486782794732
