# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Aug  8 10:41:24 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: CFHT/Megacam post-2014 <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
4.9184e-05 -2.19174 10.00000 0.1000000015 1.1711064122    0.100 -2.782  3.5584  5.406    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-16      0.00 7.463e-01 2.536e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.726 16.541 13.700 12.117 11.540 11.203
4.9184e-05 -2.19174 10.00000 0.1098214313 1.2482754908    0.109 -2.634  3.5738  5.357    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-16      0.00 7.448e-01 2.551e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.354 15.597 13.116 11.670 11.165 10.870
4.9184e-05 -2.19174 10.00000 0.1294642836 1.3786745408    0.129 -2.393  3.5963  5.278    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-16      0.00 7.422e-01 2.577e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.752 14.288 12.230 10.996 10.559 10.307
4.9184e-05 -2.19174 10.00000 0.1491071582 1.4855959672    0.149 -2.231  3.6076  5.224    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.67e-16      0.00 7.405e-01 2.594e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.348 13.604 11.704 10.561 10.152 9.917
4.9184e-05 -2.19174 10.00000 0.1687500030 1.5756139920    0.168 -2.106  3.6150  5.181    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.17e-16      0.00 7.397e-01 2.602e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.034 13.127 11.318 10.228 9.835 9.610
4.9184e-05 -2.19174 10.00000 0.2080357224 1.7204495903    0.207 -1.902  3.6260  5.112    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.62e-16      0.00 7.392e-01 2.607e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.524 12.388 10.704 9.687 9.318 9.109
4.9184e-05 -2.19174 10.00000 0.2571428716 1.8581268277    0.257 -1.712  3.6360  5.055    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-15      0.00 7.393e-01 2.606e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.001e-04 9.049 11.721 10.141 9.185 8.836 8.641
4.9184e-05 -2.19174 10.00000 0.3062500358 1.9652636675    0.306 -1.565  3.6444  5.018    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-15      0.00 7.394e-01 2.605e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.682 11.204 9.706 8.795 8.463 8.279
4.9184e-05 -2.19174 10.00000 0.3553571403 2.0521113302    0.355 -1.442  3.6522  4.991    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-15      0.00 7.404e-01 2.595e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.000e-04 8.375 10.763 9.339 8.467 8.151 7.977
4.9184e-05 -2.19174 10.00000 0.4044643044 2.1246090444    0.404 -1.324  3.6604  4.962    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.1e-15      0.00 7.502e-01 2.497e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 8.079 10.331 8.982 8.152 7.851 7.688
4.9184e-05 -2.19174 10.00000 0.4535714388 2.1864813481    0.453 -1.180  3.6734  4.920    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.27e-15      0.00 7.507e-01 2.492e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 7.721 9.767 8.534 7.766 7.490 7.344
4.9184e-05 -2.19174 10.00000 0.5026785731 2.2401984691    0.503 -1.021  3.6875  4.863    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.25e-15      0.00 7.523e-01 2.476e-01 1.788e-05 4.824e-06 4.375e-05 -1.000 9.996e-05 7.323 9.160 8.046 7.344 7.094 6.966
4.9184e-05 -2.19174 10.00000 0.5517857671 2.2851312492    0.551 -0.830  3.7060  4.786    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-14      0.00 7.793e-01 2.206e-01 1.605e-05 4.332e-06 3.930e-05 -1.000 9.999e-05 6.846 8.436 7.463 6.845 6.630 6.524
4.9184e-05 -2.19174 10.00000 0.5857202411 2.3111709190    0.585 -0.694  3.7222  4.740    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-14      0.00 7.868e-01 2.131e-01 1.556e-05 4.202e-06 3.813e-05 -1.000 9.999e-05 6.505 7.908 7.043 6.493 6.306 6.220
4.9184e-05 -2.19174 10.00000 0.6008928418 2.3217254164    0.600 -0.635  3.7292  4.721    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-14      0.00 7.901e-01 2.098e-01 1.535e-05 4.145e-06 3.762e-05 -1.000 1.000e-04 6.359 7.689 6.866 6.343 6.168 6.090
4.9184e-05 -2.19174 10.00000 0.6122335196 2.3292226637    0.612 -0.588  3.7354  4.707    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.933e-01 2.066e-01 1.514e-05 4.090e-06 3.713e-05 -1.000 9.997e-05 6.240 7.513 6.722 6.224 6.059 5.988
4.9184e-05 -2.19174 10.00000 0.6268575788 2.3384315207    0.627 -0.527  3.7435  4.688    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.13e-14      0.00 7.976e-01 2.023e-01 1.486e-05 4.015e-06 3.645e-05 -1.000 1.000e-04 6.088 7.288 6.539 6.071 5.920 5.858
4.9184e-05 -2.19174 10.00000 0.6399217844 2.3462501009    0.640 -0.472  3.7507  4.671    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 8.018e-01 1.982e-01 1.460e-05 3.944e-06 3.582e-05 -1.000 8.047e-05 5.950 7.092 6.377 5.937 5.797 5.743
4.9184e-05 -2.19174 10.00000 0.6499999762 2.3520353107    0.650 -0.430  3.7563  4.657    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-14      0.00 8.051e-01 1.948e-01 1.438e-05 3.886e-06 3.530e-05 -1.000 4.314e-05 5.844 6.943 6.252 5.834 5.703 5.655
4.9184e-05 -2.19174 10.00000 0.6578151584 2.3563814217    0.658 -0.396  3.7604  4.646    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.95e-14      0.00 8.084e-01 1.915e-01 1.417e-05 3.830e-06 3.479e-05 -1.000 1.000e-04 5.760 6.829 6.156 5.753 5.630 5.586
4.9184e-05 -2.19174 10.00000 0.6703730226 2.3631215241    0.670 -0.342  3.7670  4.626    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-14      0.00 8.140e-01 1.859e-01 1.380e-05 3.734e-06 3.393e-05 -1.000 1.000e-04 5.625 6.652 6.002 5.624 5.510 5.473
4.9184e-05 -2.19174 10.00000 0.6827354431 2.3694789759    0.683 -0.288  3.7734  4.606    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-14      0.00 8.200e-01 1.799e-01 1.342e-05 3.631e-06 3.301e-05 -1.000 9.999e-05 5.490 6.482 5.852 5.495 5.390 5.359
4.9184e-05 -2.19174 10.00000 0.6937190890 2.3749093271    0.694 -0.239  3.7789  4.586    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.42e-14      0.00 8.257e-01 1.742e-01 1.305e-05 3.534e-06 3.213e-05 -1.000 1.000e-04 5.368 6.331 5.717 5.379 5.282 5.256
4.9184e-05 -2.19174 10.00000 0.6999999881 2.3779266974    0.700 -0.211  3.7820  4.574    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-14      0.00 8.291e-01 1.708e-01 1.283e-05 3.475e-06 3.160e-05 -1.000 1.000e-04 5.298 6.246 5.639 5.312 5.220 5.197
4.9184e-05 -2.19174 10.00000 0.7001399398 2.3779932221    0.700 -0.210  3.7821  4.574    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.76e-14      0.00 8.292e-01 1.707e-01 1.282e-05 3.474e-06 3.159e-05 -1.000 9.994e-05 5.296 6.244 5.637 5.310 5.219 5.196
4.9184e-05 -2.19174 10.00000 0.7127579451 2.3838678241    0.712 -0.152  3.7880  4.547    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -5.57e-14      0.00 8.363e-01 1.637e-01 1.237e-05 3.363e-06 3.062e-05 -1.000 7.498e-05 5.151 6.071 5.477 5.171 5.089 5.072
4.9184e-05 -2.19174 10.00000 0.7249027491 2.3893005615    0.725 -0.094  3.7935  4.518    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.52e-14      0.00 8.426e-01 1.573e-01 1.198e-05 3.269e-06 2.979e-05 -1.000 4.938e-05 5.006 5.904 5.319 5.033 4.958 4.948
4.9184e-05 -2.19174 10.00000 0.7357030511 2.3939589821    0.735 -0.040  3.7983  4.490    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -7.56e-14      0.00 8.477e-01 1.522e-01 1.168e-05 3.197e-06 2.916e-05 -1.000 6.302e-05 4.871 5.752 5.173 4.903 4.836 4.831
4.9184e-05 -2.19174 10.00000 0.7458790541 2.3982064753    0.745  0.013  3.8028  4.461    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -8.77e-14      0.00 8.520e-01 1.480e-01 1.144e-05 3.142e-06 2.869e-05 -1.000 1.642e-05 4.739 5.605 5.028 4.775 4.714 4.713
4.9184e-05 -2.19174 10.00000 0.7500000000 2.3998889087    0.750  0.035  3.8045  4.448    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -9.34e-14      0.00 8.536e-01 1.464e-01 1.136e-05 3.124e-06 2.853e-05 -1.000 1.490e-08 4.683 5.544 4.968 4.720 4.663 4.664
4.9184e-05 -2.19174 10.00000 0.7573733330 2.4028467018    0.757  0.075  3.8079  4.425    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-13      0.00 8.540e-01 1.460e-01 1.139e-05 3.134e-06 2.864e-05 -1.000 1.512e-05 4.581 5.432 4.858 4.622 4.569 4.574
4.9184e-05 -2.19174 10.00000 0.7659595013 2.4062086229    0.765  0.125  3.8119  4.396    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 8.544e-01 1.456e-01 1.144e-05 3.147e-06 2.876e-05 -1.000 3.265e-05 4.456 5.297 4.722 4.500 4.454 4.462
4.9184e-05 -2.19174 10.00000 0.7741831541 2.4093483288    0.773  0.177  3.8157  4.365    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-13      0.00 8.546e-01 1.453e-01 1.147e-05 3.160e-06 2.889e-05 -1.000 9.999e-05 4.328 5.161 4.583 4.373 4.333 4.346
4.9184e-05 -2.19174 10.00000 0.7818734646 2.4122157903    0.781  0.228  3.8193  4.332    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-13      0.00 8.548e-01 1.451e-01 1.152e-05 3.174e-06 2.903e-05 -1.000 9.996e-05 4.200 5.024 4.444 4.245 4.211 4.227
4.9184e-05 -2.19174 10.00000 0.7911351323 2.4155842040    0.790  0.296  3.8234  4.286    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-13      0.00 8.548e-01 1.451e-01 1.158e-05 3.193e-06 2.922e-05 -1.000 9.999e-05 4.031 4.847 4.262 4.077 4.049 4.070
4.9184e-05 -2.19174 10.00000 0.7996870279 2.4186149339    0.799  0.365  3.8270  4.235    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.211e-06 2.938e-05 -1.000 1.787e-05 3.857 4.666 4.076 3.903 3.881 3.906
4.9184e-05 -2.19174 10.00000 0.8000000119 2.4187244405    0.799  0.368  3.8271  4.233    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.48e-13      0.00 8.548e-01 1.452e-01 1.165e-05 3.212e-06 2.939e-05 -1.000 1.442e-05 3.850 4.660 4.069 3.897 3.874 3.900
4.9184e-05 -2.19174 10.00000 0.8012468815 2.4191597177    0.800  0.378  3.8276  4.226    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-13      0.00 8.547e-01 1.453e-01 1.165e-05 3.213e-06 2.940e-05 -1.000 1.907e-06 3.825 4.633 4.041 3.871 3.850 3.876
4.9184e-05 -2.19174 10.00000 0.8072426915 2.4212312525    0.806  0.431  3.8299  4.185    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.03e-13      0.00 8.542e-01 1.457e-01 1.168e-05 3.221e-06 2.948e-05 -1.000 1.000e-04 3.693 4.497 3.901 3.739 3.721 3.750
4.9184e-05 -2.19174 10.00000 0.8138886094 2.4234864318    0.813  0.494  3.8316  4.132    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-13      0.00 8.523e-01 1.476e-01 1.181e-05 3.254e-06 2.978e-05 -1.000 1.000e-04 3.535 4.337 3.735 3.580 3.566 3.596
4.9184e-05 -2.19174 10.00000 0.8152154088 2.4239315979    0.814  0.508  3.8316  4.119    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-13      0.00 8.519e-01 1.480e-01 1.183e-05 3.261e-06 2.984e-05 -1.000 9.999e-05 3.501 4.302 3.699 3.545 3.531 3.562
4.9184e-05 -2.19174 10.00000 0.8159552813 2.4241791161    0.815  0.516  3.8316  4.111    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-13      0.00 8.516e-01 1.483e-01 1.185e-05 3.265e-06 2.988e-05 -1.000 9.994e-05 3.480 4.282 3.678 3.524 3.510 3.541
4.9184e-05 -2.19174 10.00000 0.8201174140 2.4255619570    0.819  0.565  3.8304  4.060    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.72e-13      0.00 8.504e-01 1.495e-01 1.193e-05 3.286e-06 3.007e-05 -1.000 1.000e-04 3.358 4.162 3.556 3.400 3.385 3.415
4.9184e-05 -2.19174 10.00000 0.8240900040 2.4268668517    0.822  0.619  3.8266  3.993    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.75e-13      0.00 8.492e-01 1.507e-01 1.200e-05 3.306e-06 3.025e-05 -1.000 1.000e-04 3.222 4.035 3.425 3.260 3.240 3.267
4.9184e-05 -2.19174 10.00000 0.8247934580 2.4270964124    0.823  0.630  3.8256  3.979    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-13      0.00 8.490e-01 1.509e-01 1.201e-05 3.310e-06 3.028e-05 -1.000 9.999e-05 3.196 4.011 3.401 3.233 3.212 3.237
4.9184e-05 -2.19174 10.00000 0.8254300952 2.4273037808    0.824  0.640  3.8242  3.962    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.28e-13      0.00 8.488e-01 1.511e-01 1.203e-05 3.313e-06 3.031e-05 -1.000 1.000e-04 3.169 3.988 3.377 3.205 3.182 3.206
4.9184e-05 -2.19174 10.00000 0.8275688291 2.4279977328    0.826  0.679  3.8179  3.900    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.34e-13      0.00 8.482e-01 1.517e-01 1.207e-05 3.324e-06 3.041e-05 -1.000 1.000e-04 3.073 3.906 3.294 3.105 3.073 3.090
4.9184e-05 -2.19174 10.00000 0.8291981816 2.4285236447    0.827  0.712  3.8102  3.836    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -8.53e-13      0.00 8.477e-01 1.522e-01 1.210e-05 3.332e-06 3.048e-05 -1.000 9.997e-05 2.989 3.841 3.227 3.016 2.973 2.982
4.9184e-05 -2.19174 10.00000 0.8304694295 2.4289323222    0.829  0.743  3.8011  3.770    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -9.86e-13      0.00 8.473e-01 1.526e-01 1.212e-05 3.339e-06 3.054e-05 -1.000 9.993e-05 2.913 3.792 3.174 2.934 2.878 2.878
4.9184e-05 -2.19174 10.00000 0.8314917684 2.4292599387    0.830  0.771  3.7910  3.702    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 8.470e-01 1.529e-01 1.214e-05 3.345e-06 3.060e-05 -1.000 8.632e-05 2.842 3.757 3.131 2.858 2.787 2.776
4.9184e-05 -2.19174 10.00000 0.8323430419 2.4295320299    0.830  0.797  3.7806  3.635    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-12      0.00 8.429e-01 1.571e-01 1.238e-05 3.410e-06 3.118e-05 -1.000 6.822e-05 2.777 3.732 3.095 2.788 2.701 2.680
4.9184e-05 -2.19174 10.00000 0.8330845237 2.4297685076    0.831  0.822  3.7708  3.571    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-12      0.00 8.236e-01 1.763e-01 1.348e-05 3.704e-06 3.381e-05 -1.000 4.196e-05 2.714 3.714 3.059 2.720 2.620 2.589
4.9184e-05 -2.19174 10.00000 0.8337684870 2.4299862123    0.832  0.849  3.7620  3.509    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-12      0.00 7.996e-01 2.004e-01 1.486e-05 4.072e-06 3.710e-05 -1.000 6.998e-05 2.648 3.691 3.019 2.651 2.538 2.498
4.9184e-05 -2.19174 10.00000 0.8344549537 2.4302043012    0.832  0.884  3.7541  3.443    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-12      0.00 7.817e-01 2.182e-01 1.590e-05 4.350e-06 3.957e-05 -1.000 1.000e-04 2.561 3.651 2.957 2.562 2.437 2.388
4.9184e-05 -2.19174 10.00000 0.8349917531 2.4303745538    0.833  0.920  3.7491  3.387    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-12      0.00 7.743e-01 2.256e-01 1.632e-05 4.464e-06 4.059e-05 -1.000 1.000e-04 2.471 3.594 2.884 2.471 2.338 2.284
4.9184e-05 -2.19174 10.00000 0.8355230093 2.4305428007    0.833  0.963  3.7450  3.328    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-12      0.00 7.700e-01 2.299e-01 1.658e-05 4.531e-06 4.119e-05 -1.000 1.000e-04 2.362 3.513 2.789 2.362 2.223 2.165
4.9184e-05 -2.19174 10.00000 0.8356020451 2.4305678100    0.833  0.971  3.7445  3.318    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-12      0.00 7.696e-01 2.304e-01 1.660e-05 4.538e-06 4.125e-05 -1.000 2.821e-05 2.344 3.498 2.773 2.344 2.204 2.145
4.9184e-05 -2.19174 10.00000 0.8360363841 2.4307051510    0.834  1.012  3.7421  3.267    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-12      0.00 7.672e-01 2.327e-01 1.672e-05 4.570e-06 4.154e-05 -1.000 1.000e-04 2.239 3.409 2.676 2.239 2.096 2.034
4.9184e-05 -2.19174 10.00000 0.8365163803 2.4308567384    0.834  1.062  3.7397  3.208    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.9e-12      0.00 7.649e-01 2.350e-01 1.682e-05 4.599e-06 4.179e-05 -1.000 7.471e-05 2.115 3.303 2.561 2.116 1.969 1.905
4.9184e-05 -2.19174 10.00000 0.8369216323 2.4309845651    0.835  1.106  3.7379  3.157    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.59e-12      0.00 7.633e-01 2.366e-01 1.690e-05 4.618e-06 4.196e-05 -1.000 9.820e-05 2.004 3.205 2.456 2.006 1.856 1.790
4.9184e-05 -2.19174 10.00000 0.8373119235 2.4311075384    0.835  1.152  3.7363  3.105    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.41e-12      0.00 7.618e-01 2.381e-01 1.695e-05 4.633e-06 4.211e-05 -1.000 1.000e-04 1.891 3.104 2.349 1.894 1.742 1.674
4.9184e-05 -2.19174 10.00000 0.8376753330 2.4312219233    0.835  1.196  3.7347  3.054    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-12      0.00 7.603e-01 2.396e-01 1.699e-05 4.646e-06 4.221e-05 -1.000 1.000e-04 1.779 3.004 2.243 1.783 1.628 1.559
4.9184e-05 -2.19174 10.00000 0.8380178213 2.4313296186    0.835  1.242  3.7332  3.003    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.48e-12      0.00 7.590e-01 2.409e-01 1.703e-05 4.656e-06 4.230e-05 -1.000 9.996e-05 1.666 2.901 2.135 1.671 1.514 1.443
4.9184e-05 -2.19174 10.00000 0.8383605480 2.4314372877    0.836  1.290  3.7317  2.949    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -8.9e-12      0.00 7.577e-01 2.422e-01 1.705e-05 4.668e-06 4.238e-05 -1.000 8.242e-05 1.545 2.791 2.019 1.550 1.391 1.318
4.9184e-05 -2.19174 10.00000 0.8386567831 2.4315302697    0.836  1.335  3.7302  2.897    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-11      0.00 7.566e-01 2.433e-01 1.705e-05 4.681e-06 4.245e-05 -1.000 9.336e-05 1.431 2.689 1.911 1.437 1.276 1.202
4.9184e-05 -2.19174 10.00000 0.8389481306 2.4316216439    0.836  1.384  3.7287  2.843    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-11      0.00 7.556e-01 2.443e-01 1.703e-05 4.698e-06 4.249e-05 -1.000 9.996e-05 1.311 2.582 1.796 1.318 1.155 1.079
4.9184e-05 -2.19174 10.00000 0.8392127156 2.4317045615    0.836  1.431  3.7272  2.790    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-11      0.00 7.546e-01 2.453e-01 1.700e-05 4.727e-06 4.253e-05 -1.000 1.000e-04 1.192 2.475 1.682 1.200 1.035 0.957
4.9184e-05 -2.19174 10.00000 0.8394520283 2.4317795073    0.836  1.478  3.7257  2.737    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-11      0.00 7.538e-01 2.461e-01 1.695e-05 4.766e-06 4.257e-05 -1.000 9.997e-05 1.076 2.372 1.572 1.085 0.917 0.838
4.9184e-05 -2.19174 10.00000 0.8396702409 2.4318478024    0.836  1.524  3.7241  2.685    3  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-11      0.00 7.531e-01 2.468e-01 1.689e-05 4.816e-06 4.260e-05 -1.000 9.997e-05 0.961 2.269 1.462 0.970 0.801 0.720
4.9184e-05 -2.19174 10.00000 0.8398764133 2.4319122917    0.836  1.571  3.7226  2.631    3  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-11      0.00 7.525e-01 2.474e-01 1.684e-05 4.864e-06 4.262e-05 -1.000 9.996e-05 0.841 2.162 1.349 0.852 0.681 0.598
4.9184e-05 -2.19174 10.00000 0.8400606513 2.4319698892    0.836  1.618  3.7211  2.579    3  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-11      0.00 7.521e-01 2.478e-01 1.679e-05 4.917e-06 4.263e-05 -1.000 1.000e-04 0.726 2.058 1.239 0.738 0.564 0.479
4.9184e-05 -2.19174 10.00000 0.8402258158 2.4320214992    0.836  1.663  3.7195  2.527    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -3.41e-11      0.00 7.517e-01 2.482e-01 1.674e-05 4.964e-06 4.265e-05 -1.000 1.000e-04 0.613 1.958 1.132 0.626 0.450 0.363
4.9184e-05 -2.19174 10.00000 0.8403806090 2.4320698472    0.836  1.709  3.7180  2.475    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -4.03e-11      0.00 7.515e-01 2.484e-01 1.671e-05 4.998e-06 4.266e-05 -1.000 9.999e-05 0.497 1.858 1.023 0.512 0.333 0.245
4.9184e-05 -2.19174 10.00000 0.8405181170 2.4321127792    0.836  1.754  3.7164  2.424    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -4.74e-11      0.00 7.514e-01 2.485e-01 1.669e-05 5.019e-06 4.266e-05 -1.000 9.999e-05 0.385 1.763 0.918 0.401 0.219 0.129
4.9184e-05 -2.19174 10.00000 0.8406464458 2.4321528308    0.836  1.799  3.7147  2.372    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.028e-06 4.266e-05 -1.000 1.000e-04 0.272 1.667 0.812 0.288 0.104 0.012
4.9184e-05 -2.19174 10.00000 0.8407658339 2.4321900793    0.836  1.845  3.7131  2.319    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1  -6.6e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.029e-06 4.266e-05 -1.000 1.000e-04 0.157 1.570 0.704 0.175 -0.012 -0.106
4.9184e-05 -2.19174 10.00000 0.8408753276 2.4322242301    0.835  1.891  3.7115  2.267    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -7.79e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.030e-06 4.266e-05 -1.000 1.001e-04 0.043 1.473 0.598 0.062 -0.128 -0.223
4.9184e-05 -2.19174 10.00000 0.8409748673 2.4322552675    0.835  1.936  3.7097  2.215    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -9.17e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.030e-06 4.266e-05 -1.000 1.001e-04 -0.070 1.379 0.493 -0.049 -0.242 -0.339
4.9184e-05 -2.19174 10.00000 0.8410680294 2.4322843085    0.835  1.982  3.7080  2.162    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-10      0.00 7.513e-01 2.486e-01 1.668e-05 5.031e-06 4.266e-05 -1.000 1.000e-04 -0.184 1.285 0.387 -0.162 -0.357 -0.456
