# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Aug  8 10:41:24 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: CFHT/Megacam post-2014 <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
7.7942e-05 -2.19174 10.00000 0.8420611024 2.4325934163    0.802  3.098  3.6585  0.830    3  0.000  0.521    27.69    17.93    12.07     9.49     7.70  1 -6.69e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -2.975 0.184 -1.823 -2.869 -3.196 -3.368
7.7942e-05 -2.19174 10.00000 0.8420711160 2.4325965289    0.799  3.135  3.6564  0.783    3  0.000  0.521    30.58    19.51    13.09    10.31     8.36  1 -7.71e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.038e-06 4.267e-05 -1.000 1.000e-04 -3.068 0.203 -1.872 -2.952 -3.289 -3.465
7.7942e-05 -2.19174 10.00000 0.8420795202 2.4325991412    0.797  3.168  3.6546  0.741    3  0.000  0.521    33.39    21.03    14.06    11.08     8.99  1 -8.74e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 1.000e-04 -3.151 0.210 -1.917 -3.024 -3.369 -3.549
7.7942e-05 -2.19174 10.00000 0.8420879841 2.4326017720    0.793  3.203  3.6528  0.698    3  0.000  0.521    36.54    22.71    15.13    11.94     9.69  1 -9.97e-09      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 1.000e-04 -3.236 0.215 -1.964 -3.100 -3.453 -3.637
7.7942e-05 -2.19174 10.00000 0.8420957923 2.4326041989    0.790  3.234  3.6511  0.659    3  0.000  0.521    39.70    24.37    16.18    12.78    10.38  1 -1.13e-08      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 9.999e-05 -3.314 0.221 -2.007 -3.168 -3.529 -3.717
7.7942e-05 -2.19174 10.00000 0.8420979977 2.4326048843    0.789  3.242  3.6507  0.648    3  0.000  0.521    40.60    24.84    16.48    13.02    10.57  1 -1.17e-08      0.00 7.512e-01 2.487e-01 1.667e-05 5.039e-06 4.267e-05 -1.000 1.000e-04 -3.335 0.224 -2.018 -3.186 -3.549 -3.738
7.7942e-05 -2.19174 10.00000 0.8420979977 2.4326048843    0.789  1.703  3.8886  3.138    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 1.000e-04 0.512 1.174 0.461 0.554 0.659 0.740
7.7942e-05 -2.19174 10.00000 0.8421285748 2.4326143877    0.789  1.726  3.8765  3.067    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 9.999e-05 0.456 1.139 0.426 0.479 0.564 0.636
7.7942e-05 -2.19174 10.00000 0.8421831727 2.4326313546    0.789  1.731  3.8741  3.053    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 1.000e-04 0.444 1.132 0.419 0.463 0.545 0.615
7.7942e-05 -2.19174 10.00000 0.8422359228 2.4326477449    0.789  1.731  3.8747  3.055    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 1.000e-04 0.443 1.130 0.417 0.463 0.546 0.616
7.7942e-05 -2.19174 10.00000 0.8422896266 2.4326644290    0.789  1.731  3.8753  3.057    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.708e-06 4.230e-05 -1.000 1.000e-04 0.442 1.128 0.414 0.463 0.547 0.618
7.7942e-05 -2.19174 10.00000 0.8423453569 2.4326817402    0.789  1.731  3.8760  3.060    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 1.002e-04 0.442 1.126 0.413 0.464 0.549 0.620
7.7942e-05 -2.19174 10.00000 0.8423981071 2.4326981233    0.789  1.732  3.8766  3.062    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 1.000e-04 0.441 1.124 0.411 0.464 0.550 0.622
7.7942e-05 -2.19174 10.00000 0.8424534798 2.4327153183    0.789  1.732  3.8770  3.064    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 9.999e-05 0.441 1.123 0.409 0.464 0.551 0.623
7.7942e-05 -2.19174 10.00000 0.8425083756 2.4327323627    0.789  1.732  3.8773  3.065    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 9.997e-05 0.440 1.122 0.408 0.464 0.551 0.624
7.7942e-05 -2.19174 10.00000 0.8425636292 2.4327495155    0.789  1.732  3.8774  3.065    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.709e-06 4.230e-05 -1.000 9.994e-05 0.439 1.121 0.407 0.463 0.551 0.623
7.7942e-05 -2.19174 10.00000 0.8426155448 2.4327656298    0.789  1.733  3.8773  3.064    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 1.001e-04 0.439 1.120 0.407 0.462 0.549 0.622
7.7942e-05 -2.19174 10.00000 0.8426724076 2.4327832770    0.790  1.733  3.8768  3.061    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 1.000e-04 0.437 1.119 0.406 0.460 0.547 0.619
7.7942e-05 -2.19174 10.00000 0.8427278996 2.4328004962    0.790  1.734  3.8759  3.057    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 1.000e-04 0.435 1.119 0.406 0.457 0.542 0.613
7.7942e-05 -2.19174 10.00000 0.8427840471 2.4328179161    0.790  1.735  3.8746  3.051    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 9.997e-05 0.432 1.119 0.406 0.452 0.535 0.606
7.7942e-05 -2.19174 10.00000 0.8428412676 2.4328356662    0.790  1.736  3.8728  3.042    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.710e-06 4.230e-05 -1.000 1.000e-04 0.429 1.119 0.406 0.446 0.526 0.596
7.7942e-05 -2.19174 10.00000 0.8428643346 2.4328428209    0.790  1.737  3.8720  3.039    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 1.000e-04 0.427 1.120 0.407 0.444 0.523 0.591
7.7942e-05 -2.19174 10.00000 0.8428956270 2.4328525262    0.790  1.738  3.8707  3.032    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 9.996e-05 0.425 1.120 0.407 0.440 0.516 0.583
7.7942e-05 -2.19174 10.00000 0.8429541588 2.4328706774    0.790  1.740  3.8677  3.018    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 1.000e-04 0.420 1.121 0.409 0.431 0.503 0.568
7.7942e-05 -2.19174 10.00000 0.8430075645 2.4328872365    0.790  1.742  3.8644  3.003    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 9.999e-05 0.415 1.123 0.411 0.422 0.488 0.551
7.7942e-05 -2.19174 10.00000 0.8430621624 2.4329041628    0.790  1.745  3.8605  2.985    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.711e-06 4.230e-05 -1.000 9.999e-05 0.409 1.125 0.414 0.412 0.471 0.530
7.7942e-05 -2.19174 10.00000 0.8431203365 2.4329221949    0.790  1.747  3.8558  2.963    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.230e-05 -1.000 1.000e-04 0.401 1.128 0.419 0.401 0.452 0.507
7.7942e-05 -2.19174 10.00000 0.8431782126 2.4329401319    0.790  1.751  3.8504  2.938    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 1.000e-04 0.393 1.131 0.425 0.389 0.431 0.481
7.7942e-05 -2.19174 10.00000 0.8432347178 2.4329576413    0.790  1.755  3.8445  2.911    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 9.993e-05 0.384 1.136 0.432 0.376 0.408 0.453
7.7942e-05 -2.19174 10.00000 0.8432671428 2.4329676876    0.790  1.757  3.8410  2.895    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 1.000e-04 0.378 1.139 0.436 0.369 0.394 0.436
7.7942e-05 -2.19174 10.00000 0.8433207870 2.4329843064    0.790  1.761  3.8345  2.865    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 1.000e-04 0.368 1.146 0.445 0.355 0.370 0.405
7.7942e-05 -2.19174 10.00000 0.8433775902 2.4330019013    0.790  1.765  3.8274  2.832    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.712e-06 4.231e-05 -1.000 9.999e-05 0.357 1.154 0.454 0.341 0.344 0.373
7.7942e-05 -2.19174 10.00000 0.8434337378 2.4330192904    0.790  1.770  3.8199  2.797    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 9.996e-05 0.345 1.164 0.466 0.327 0.317 0.339
7.7942e-05 -2.19174 10.00000 0.8434913158 2.4330371197    0.790  1.775  3.8115  2.759    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 9.993e-05 0.332 1.177 0.479 0.312 0.288 0.301
7.7942e-05 -2.19174 10.00000 0.8435462713 2.4330541344    0.790  1.781  3.8030  2.719    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 1.000e-04 0.318 1.193 0.495 0.297 0.258 0.264
7.7942e-05 -2.19174 10.00000 0.8436011672 2.4330711280    0.791  1.787  3.7948  2.680    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 9.997e-05 0.303 1.210 0.510 0.282 0.230 0.227
7.7942e-05 -2.19174 10.00000 0.8436554670 2.4330879346    0.791  1.793  3.7882  2.648    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.713e-06 4.231e-05 -1.000 1.000e-04 0.288 1.222 0.520 0.268 0.205 0.196
7.7942e-05 -2.19174 10.00000 0.8437105417 2.4331049786    0.791  1.799  3.7824  2.619    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 1.000e-04 0.273 1.231 0.527 0.254 0.181 0.166
7.7942e-05 -2.19174 10.00000 0.8437654376 2.4331219646    0.791  1.805  3.7774  2.593    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 1.000e-04 0.257 1.239 0.530 0.239 0.158 0.138
7.7942e-05 -2.19174 10.00000 0.8438013196 2.4331330659    0.791  1.808  3.7754  2.582    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 1.000e-04 0.250 1.242 0.530 0.232 0.148 0.126
7.7942e-05 -2.19174 10.00000 0.8438554406 2.4331498081    0.791  1.816  3.7706  2.554    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 1.000e-04 0.229 1.245 0.527 0.212 0.121 0.093
7.7942e-05 -2.19174 10.00000 0.8439114690 2.4331671377    0.791  1.832  3.7640  2.513    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.714e-06 4.231e-05 -1.000 9.999e-05 0.191 1.241 0.514 0.176 0.074 0.039
7.7942e-05 -2.19174 10.00000 0.8439662457 2.4331840775    0.791  1.857  3.7559  2.455    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.997e-05 0.128 1.224 0.483 0.116 0.001 -0.043
7.7942e-05 -2.19174 10.00000 0.8439993858 2.4331943250    0.791  1.886  3.7481  2.394    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 0.055 1.197 0.441 0.046 -0.082 -0.134
7.7942e-05 -2.19174 10.00000 0.8440159559 2.4331994484    0.791  1.918  3.7408  2.334    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.024 1.165 0.391 -0.030 -0.169 -0.229
7.7942e-05 -2.19174 10.00000 0.8440230489 2.4332016414    0.791  1.949  3.7347  2.278    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.104 1.134 0.337 -0.106 -0.255 -0.323
7.7942e-05 -2.19174 10.00000 0.8440262675 2.4332026366    0.791  1.980  3.7298  2.227    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.996e-05 -0.181 1.097 0.281 -0.182 -0.338 -0.411
7.7942e-05 -2.19174 10.00000 0.8440279365 2.4332031526    0.791  2.008  3.7262  2.185    4  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.997e-05 -0.249 1.062 0.229 -0.247 -0.410 -0.487
7.7942e-05 -2.19174 10.00000 0.8440280557 2.4332031894    0.791  2.010  3.7258  2.181    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.996e-05 -0.256 1.058 0.224 -0.254 -0.417 -0.494
7.7942e-05 -2.19174 10.00000 0.8440288305 2.4332034290    0.791  2.035  3.7234  2.147    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.996e-05 -0.317 1.018 0.173 -0.314 -0.481 -0.561
7.7942e-05 -2.19174 10.00000 0.8440299034 2.4332037607    0.791  2.077  3.7198  2.090    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.422 0.947 0.084 -0.416 -0.589 -0.673
7.7942e-05 -2.19174 10.00000 0.8440309763 2.4332040924    0.791  2.118  3.7166  2.037    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.524 0.878 -0.002 -0.516 -0.694 -0.782
7.7942e-05 -2.19174 10.00000 0.8440324068 2.4332045347    0.791  2.168  3.7132  1.973    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.001e-04 -0.649 0.791 -0.110 -0.638 -0.822 -0.914
7.7942e-05 -2.19174 10.00000 0.8440356851 2.4332055483    0.791  2.170  3.7134  1.972    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.655 0.783 -0.117 -0.644 -0.828 -0.919
7.7942e-05 -2.19174 10.00000 0.8440538049 2.4332111503    0.791  2.144  3.7148  2.003    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.993e-05 -0.591 0.831 -0.060 -0.581 -0.762 -0.852
7.7942e-05 -2.19174 10.00000 0.8440762758 2.4332180971    0.791  2.181  3.7121  1.955    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.684 0.769 -0.139 -0.672 -0.858 -0.951
7.7942e-05 -2.19174 10.00000 0.8440961242 2.4332242328    0.791  2.225  3.7092  1.900    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.997e-05 -0.792 0.695 -0.233 -0.778 -0.969 -1.065
7.7942e-05 -2.19174 10.00000 0.8441100717 2.4332285442    0.791  2.259  3.7070  1.857    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.878 0.637 -0.306 -0.862 -1.057 -1.156
7.7942e-05 -2.19174 10.00000 0.8441277742 2.4332340161    0.791  2.301  3.7045  1.805    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.983 0.565 -0.398 -0.965 -1.164 -1.266
7.7942e-05 -2.19174 10.00000 0.8441444039 2.4332391561    0.791  2.340  3.7022  1.757    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.716e-06 4.231e-05 -1.000 1.000e-04 -1.081 0.497 -0.483 -1.060 -1.264 -1.368
7.7942e-05 -2.19174 10.00000 0.8441596627 2.4332438722    0.791  2.380  3.7000  1.708    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.717e-06 4.231e-05 -1.000 1.001e-04 -1.180 0.427 -0.570 -1.158 -1.365 -1.472
7.7942e-05 -2.19174 10.00000 0.8441734910 2.4332481460    0.791  2.420  3.6978  1.659    7  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.685e-05 4.729e-06 4.232e-05 -1.000 9.999e-05 -1.280 0.358 -0.657 -1.255 -1.466 -1.576
7.7942e-05 -2.19174 10.00000 0.8441860080 2.4332520143    0.791  2.461  3.6956  1.610    7  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.550e-01 2.449e-01 1.674e-05 4.796e-06 4.233e-05 -1.000 7.020e-05 -1.382 0.289 -0.744 -1.353 -1.569 -1.681
7.7942e-05 -2.19174 10.00000 0.8441974521 2.4332555510    0.791  2.501  3.6934  1.560    7  0.000  0.518     5.87     4.77     3.41     2.63     2.13  3    -1e-30      0.00 7.548e-01 2.451e-01 1.644e-05 5.082e-06 4.235e-05 -1.000 7.871e-05 -1.484 0.219 -0.833 -1.453 -1.672 -1.787
7.7942e-05 -2.19174 10.00000 0.8442077041 2.4332587192    0.791  2.542  3.6912  1.511    7  0.000  0.502     6.52     5.22     3.71     2.87     2.32  3    -1e-30      0.00 7.546e-01 2.453e-01 1.596e-05 5.643e-06 4.236e-05 -1.000 1.000e-04 -1.586 0.150 -0.921 -1.552 -1.775 -1.893
7.7942e-05 -2.19174 10.00000 0.8442170024 2.4332615926    0.791  2.582  3.6891  1.462    7  0.000  0.487     7.23     5.70     4.04     3.13     2.53  3    -1e-30      0.00 7.544e-01 2.455e-01 1.548e-05 6.239e-06 4.238e-05 -1.000 9.996e-05 -1.686 0.084 -1.007 -1.649 -1.876 -1.997
7.7942e-05 -2.19174 10.00000 0.8442255855 2.4332642449    0.791  2.623  3.6870  1.413    7  0.000  0.474     8.02     6.23     4.40     3.41     2.76  3    -1e-30      0.00 7.542e-01 2.457e-01 1.506e-05 6.755e-06 4.239e-05 -1.000 1.000e-04 -1.787 0.021 -1.092 -1.746 -1.978 -2.102
7.7942e-05 -2.19174 10.00000 0.8442335129 2.4332666946    0.791  2.663  3.6848  1.365    7  0.000  0.462     8.89     6.80     4.78     3.71     3.00  3    -1e-30      0.00 7.540e-01 2.459e-01 1.470e-05 7.195e-06 4.240e-05 -1.000 9.999e-05 -1.887 -0.030 -1.174 -1.843 -2.079 -2.206
7.7942e-05 -2.19174 10.00000 0.8442410827 2.4332690336    0.791  2.703  3.6827  1.317    7  0.000  0.453     9.85     7.42     5.20     4.03     3.27  3    -1e-30      0.00 7.538e-01 2.461e-01 1.440e-05 7.570e-06 4.240e-05 -1.000 9.993e-05 -1.986 -0.063 -1.252 -1.941 -2.182 -2.312
7.7942e-05 -2.19174 10.00000 0.8442484140 2.4332712990    0.791  2.742  3.6806  1.268    7  0.000  0.444    10.91     8.10     5.65     4.39     3.56  3    -1e-30      0.00 7.535e-01 2.464e-01 1.413e-05 7.907e-06 4.240e-05 -1.000 1.000e-04 -2.086 -0.090 -1.329 -2.039 -2.285 -2.418
7.7942e-05 -2.19174 10.00000 0.8442555070 2.4332734907    0.791  2.783  3.6784  1.219    7  0.000  0.437    12.11     8.85     6.15     4.79     3.88  3    -1e-30      0.00 7.533e-01 2.466e-01 1.390e-05 8.195e-06 4.238e-05 -1.000 9.921e-05 -2.187 -0.109 -1.404 -2.137 -2.389 -2.524
7.7942e-05 -2.19174 10.00000 0.8442620039 2.4332754981    0.791  2.823  3.6762  1.170    7  0.000  0.431    13.45     9.68     6.70     5.22     4.23  2    -1e-30      0.00 7.530e-01 2.469e-01 1.370e-05 8.448e-06 4.235e-05 -1.000 9.756e-05 -2.289 -0.121 -1.476 -2.235 -2.494 -2.632
7.7942e-05 -2.19174 10.00000 0.8442675471 2.4332772108    0.791  2.863  3.6740  1.121    7  0.000  0.426    14.91    10.57     7.29     5.69     4.61  2    -1e-30      0.00 7.528e-01 2.471e-01 1.352e-05 8.684e-06 4.228e-05 -1.000 1.000e-04 -2.388 -0.125 -1.545 -2.331 -2.596 -2.738
7.7942e-05 -2.19174 10.00000 0.8442724943 2.4332787394    0.791  2.904  3.6717  1.071    7  0.000  0.423    16.57    11.56     7.94     6.21     5.03  2    -1e-30      0.00 7.525e-01 2.474e-01 1.337e-05 8.916e-06 4.218e-05 -1.000 9.993e-05 -2.490 -0.121 -1.612 -2.429 -2.701 -2.847
7.7942e-05 -2.19174 10.00000 0.8442766666 2.4332800285    0.791  2.944  3.6695  1.022    7  0.000  0.420    18.38    12.63     8.64     6.76     5.48  2    -1e-30      0.00 7.523e-01 2.476e-01 1.324e-05 9.158e-06 4.204e-05 -1.000 1.000e-04 -2.590 -0.108 -1.675 -2.524 -2.804 -2.953
7.7942e-05 -2.19174 10.00000 0.8442804217 2.4332811887    0.791  2.983  3.6672  0.974    7  0.000  0.418    20.37    13.79     9.39     7.36     5.97  2    -1e-30      0.00 7.520e-01 2.479e-01 1.313e-05 9.411e-06 4.188e-05 -1.000 1.000e-04 -2.688 -0.080 -1.731 -2.616 -2.904 -3.058
7.7942e-05 -2.19174 10.00000 0.8442844152 2.4332824226    0.791  3.024  3.6648  0.923    7  0.000  0.417    22.66    15.10    10.25     8.04     6.52  2    -1e-30      0.00 7.518e-01 2.481e-01 1.305e-05 9.651e-06 4.172e-05 -1.000 9.997e-05 -2.790 -0.037 -1.783 -2.710 -3.009 -3.167
7.7942e-05 -2.19174 10.00000 0.8442877531 2.4332834538    0.791  3.062  3.6626  0.876    7  0.000  0.416    25.04    16.45    11.12     8.73     7.08  2    -1e-30      0.00 7.516e-01 2.483e-01 1.298e-05 9.853e-06 4.158e-05 -1.000 5.382e-05 -2.886 0.014 -1.828 -2.798 -3.106 -3.269
7.7942e-05 -2.19174 10.00000 0.8442897797 2.4332840800    0.791  3.103  3.6601  0.826    7  0.000  0.416    27.85    18.01    12.12     9.54     7.74  1    -1e-30      0.00 7.515e-01 2.484e-01 1.294e-05 9.981e-06 4.148e-05 -1.000 9.960e-05 -2.987 0.084 -1.867 -2.888 -3.209 -3.378
